date,product_category,units_sold,forecast_arima,model_used
2022-12-05,Clothing,535.85,520.47,"ARIMA(1, 1, 1)"
2022-12-06,Clothing,543.7375,520.49,"ARIMA(1, 1, 1)"
2022-12-07,Clothing,551.625,520.49,"ARIMA(1, 1, 1)"
2022-12-08,Clothing,559.5124999999999,520.49,"ARIMA(1, 1, 1)"
2022-12-09,Clothing,567.4,520.49,"ARIMA(1, 1, 1)"
2022-12-10,Clothing,571.5555555555555,520.49,"ARIMA(1, 1, 1)"
2022-12-11,Clothing,575.7111111111111,520.49,"ARIMA(1, 1, 1)"
2022-12-12,Clothing,579.8666666666667,520.49,"ARIMA(1, 1, 1)"
2022-12-13,Clothing,584.0222222222222,520.49,"ARIMA(1, 1, 1)"
2022-12-14,Clothing,588.1777777777778,520.49,"ARIMA(1, 1, 1)"
2022-12-15,Clothing,592.3333333333334,520.49,"ARIMA(1, 1, 1)"
2022-12-16,Clothing,596.4888888888889,520.49,"ARIMA(1, 1, 1)"
2022-12-17,Clothing,600.6444444444445,520.49,"ARIMA(1, 1, 1)"
2022-12-18,Clothing,604.8,520.49,"ARIMA(1, 1, 1)"
2022-12-19,Clothing,608.9555555555555,520.49,"ARIMA(1, 1, 1)"
2022-12-20,Clothing,613.1111111111111,520.49,"ARIMA(1, 1, 1)"
2022-12-21,Clothing,617.2666666666667,520.49,"ARIMA(1, 1, 1)"
2022-12-22,Clothing,621.4222222222222,520.49,"ARIMA(1, 1, 1)"
2022-12-23,Clothing,625.5777777777778,520.49,"ARIMA(1, 1, 1)"
2022-12-24,Clothing,629.7333333333333,520.49,"ARIMA(1, 1, 1)"
2022-12-25,Clothing,633.8888888888889,520.49,"ARIMA(1, 1, 1)"
2022-12-26,Clothing,638.0444444444445,520.49,"ARIMA(1, 1, 1)"
2022-12-27,Clothing,642.2,520.49,"ARIMA(1, 1, 1)"
2022-12-28,Clothing,613.1,520.49,"ARIMA(1, 1, 1)"
2022-12-29,Clothing,584.0,520.49,"ARIMA(1, 1, 1)"
2022-12-30,Clothing,554.9000000000001,520.49,"ARIMA(1, 1, 1)"
2022-12-31,Clothing,525.8000000000001,520.49,"ARIMA(1, 1, 1)"
2023-01-01,Clothing,496.7000000000001,520.49,"ARIMA(1, 1, 1)"
2023-01-02,Clothing,467.6,520.49,"ARIMA(1, 1, 1)"
2022-12-06,Electronics,246.0,265.53,"ARIMA(1, 1, 1)"
2022-12-07,Electronics,276.9,266.12,"ARIMA(1, 1, 1)"
2022-12-08,Electronics,247.65,266.21,"ARIMA(1, 1, 1)"
2022-12-09,Electronics,218.4,266.23,"ARIMA(1, 1, 1)"
2022-12-10,Electronics,206.9,266.23,"ARIMA(1, 1, 1)"
2022-12-11,Electronics,277.5,266.23,"ARIMA(1, 1, 1)"
2022-12-12,Electronics,240.5,266.23,"ARIMA(1, 1, 1)"
2022-12-13,Electronics,253.5,266.23,"ARIMA(1, 1, 1)"
2022-12-14,Electronics,270.6,266.23,"ARIMA(1, 1, 1)"
2022-12-15,Electronics,287.7,266.23,"ARIMA(1, 1, 1)"
2022-12-16,Electronics,320.79999999999995,266.23,"ARIMA(1, 1, 1)"
2022-12-17,Electronics,353.9,266.23,"ARIMA(1, 1, 1)"
2022-12-18,Electronics,273.1,266.23,"ARIMA(1, 1, 1)"
2022-12-19,Electronics,266.3,266.23,"ARIMA(1, 1, 1)"
2022-12-20,Electronics,272.75,266.23,"ARIMA(1, 1, 1)"
2022-12-21,Electronics,279.2,266.23,"ARIMA(1, 1, 1)"
2022-12-22,Electronics,314.7,266.23,"ARIMA(1, 1, 1)"
2022-12-23,Electronics,333.3,266.23,"ARIMA(1, 1, 1)"
2022-12-24,Electronics,316.53333333333336,266.23,"ARIMA(1, 1, 1)"
2022-12-25,Electronics,299.76666666666665,266.23,"ARIMA(1, 1, 1)"
2022-12-26,Electronics,283.0,266.23,"ARIMA(1, 1, 1)"
2022-12-27,Electronics,292.3,266.23,"ARIMA(1, 1, 1)"
2022-12-28,Electronics,319.0,266.23,"ARIMA(1, 1, 1)"
2022-12-29,Electronics,344.2,266.23,"ARIMA(1, 1, 1)"
2022-12-30,Electronics,330.65,266.23,"ARIMA(1, 1, 1)"
2022-12-31,Electronics,317.1,266.23,"ARIMA(1, 1, 1)"
2023-01-01,Electronics,314.4,266.23,"ARIMA(1, 1, 1)"
2023-01-02,Electronics,311.65,266.23,"ARIMA(1, 1, 1)"
2023-01-03,Electronics,308.9,266.23,"ARIMA(1, 1, 1)"
2023-01-04,Electronics,452.3,266.23,"ARIMA(1, 1, 1)"
2022-12-06,Furniture,361.5,410.86,"ARIMA(1, 1, 1)"
2022-12-07,Furniture,360.7,430.53,"ARIMA(1, 1, 1)"
2022-12-08,Furniture,374.2,435.87,"ARIMA(1, 1, 1)"
2022-12-09,Furniture,386.1,437.33,"ARIMA(1, 1, 1)"
2022-12-10,Furniture,378.15,437.72,"ARIMA(1, 1, 1)"
2022-12-11,Furniture,370.2000000000001,437.83,"ARIMA(1, 1, 1)"
2022-12-12,Furniture,345.4,437.86,"ARIMA(1, 1, 1)"
2022-12-13,Furniture,352.9,437.86,"ARIMA(1, 1, 1)"
2022-12-14,Furniture,375.8,437.87,"ARIMA(1, 1, 1)"
2022-12-15,Furniture,372.56666666666666,437.87,"ARIMA(1, 1, 1)"
2022-12-16,Furniture,369.33333333333337,437.87,"ARIMA(1, 1, 1)"
2022-12-17,Furniture,366.1,437.87,"ARIMA(1, 1, 1)"
2022-12-18,Furniture,339.0,437.87,"ARIMA(1, 1, 1)"
2022-12-19,Furniture,337.0,437.87,"ARIMA(1, 1, 1)"
2022-12-20,Furniture,355.0,437.87,"ARIMA(1, 1, 1)"
2022-12-21,Furniture,331.7,437.87,"ARIMA(1, 1, 1)"
2022-12-22,Furniture,525.9,437.87,"ARIMA(1, 1, 1)"
2022-12-23,Furniture,351.9,437.87,"ARIMA(1, 1, 1)"
2022-12-24,Furniture,355.29999999999995,437.87,"ARIMA(1, 1, 1)"
2022-12-25,Furniture,358.7,437.87,"ARIMA(1, 1, 1)"
2022-12-26,Furniture,336.0,437.87,"ARIMA(1, 1, 1)"
2022-12-27,Furniture,350.1,437.87,"ARIMA(1, 1, 1)"
2022-12-28,Furniture,355.5,437.87,"ARIMA(1, 1, 1)"
2022-12-29,Furniture,360.65,437.87,"ARIMA(1, 1, 1)"
2022-12-30,Furniture,365.8,437.87,"ARIMA(1, 1, 1)"
2022-12-31,Furniture,343.8,437.87,"ARIMA(1, 1, 1)"
2023-01-01,Furniture,338.9,437.87,"ARIMA(1, 1, 1)"
2023-01-02,Furniture,331.79999999999995,437.87,"ARIMA(1, 1, 1)"
2023-01-03,Furniture,324.7,437.87,"ARIMA(1, 1, 1)"
2023-01-04,Furniture,311.2,437.87,"ARIMA(1, 1, 1)"
2022-12-06,Groceries,412.7,392.57,"ARIMA(1, 1, 1)"
2022-12-07,Groceries,502.5,387.66,"ARIMA(1, 1, 1)"
2022-12-08,Groceries,592.3,386.0,"ARIMA(1, 1, 1)"
2022-12-09,Groceries,499.45,385.44,"ARIMA(1, 1, 1)"
2022-12-10,Groceries,406.6,385.25,"ARIMA(1, 1, 1)"
2022-12-11,Groceries,379.4,385.19,"ARIMA(1, 1, 1)"
2022-12-12,Groceries,354.1,385.17,"ARIMA(1, 1, 1)"
2022-12-13,Groceries,354.3,385.16,"ARIMA(1, 1, 1)"
2022-12-14,Groceries,415.8,385.16,"ARIMA(1, 1, 1)"
2022-12-15,Groceries,408.55,385.15,"ARIMA(1, 1, 1)"
2022-12-16,Groceries,401.3,385.15,"ARIMA(1, 1, 1)"
2022-12-17,Groceries,394.05,385.15,"ARIMA(1, 1, 1)"
2022-12-18,Groceries,386.8,385.15,"ARIMA(1, 1, 1)"
2022-12-19,Groceries,392.4666666666667,385.15,"ARIMA(1, 1, 1)"
2022-12-20,Groceries,398.1333333333333,385.15,"ARIMA(1, 1, 1)"
2022-12-21,Groceries,403.8,385.15,"ARIMA(1, 1, 1)"
2022-12-22,Groceries,412.7,385.15,"ARIMA(1, 1, 1)"
2022-12-23,Groceries,441.1,385.15,"ARIMA(1, 1, 1)"
2022-12-24,Groceries,421.025,385.15,"ARIMA(1, 1, 1)"
2022-12-25,Groceries,400.9500000000001,385.15,"ARIMA(1, 1, 1)"
2022-12-26,Groceries,380.875,385.15,"ARIMA(1, 1, 1)"
2022-12-27,Groceries,360.8,385.15,"ARIMA(1, 1, 1)"
2022-12-28,Groceries,416.9,385.15,"ARIMA(1, 1, 1)"
2022-12-29,Groceries,420.2,385.15,"ARIMA(1, 1, 1)"
2022-12-30,Groceries,423.5,385.15,"ARIMA(1, 1, 1)"
2022-12-31,Groceries,399.8,385.15,"ARIMA(1, 1, 1)"
2023-01-01,Groceries,390.5,385.15,"ARIMA(1, 1, 1)"
2023-01-02,Groceries,394.65,385.15,"ARIMA(1, 1, 1)"
2023-01-03,Groceries,398.8,385.15,"ARIMA(1, 1, 1)"
2023-01-04,Groceries,429.7,385.15,"ARIMA(1, 1, 1)"
2022-12-06,Office Supplies,437.1,457.5,"ARIMA(1, 1, 1)"
2022-12-07,Office Supplies,425.35,465.34,"ARIMA(1, 1, 1)"
2022-12-08,Office Supplies,498.9,467.8,"ARIMA(1, 1, 1)"
2022-12-09,Office Supplies,487.6333333333333,468.57,"ARIMA(1, 1, 1)"
2022-12-10,Office Supplies,476.3666666666667,468.82,"ARIMA(1, 1, 1)"
2022-12-11,Office Supplies,465.1,468.89,"ARIMA(1, 1, 1)"
2022-12-12,Office Supplies,454.9,468.92,"ARIMA(1, 1, 1)"
2022-12-13,Office Supplies,459.5,468.92,"ARIMA(1, 1, 1)"
2022-12-14,Office Supplies,481.8,468.93,"ARIMA(1, 1, 1)"
2022-12-15,Office Supplies,516.9,468.93,"ARIMA(1, 1, 1)"
2022-12-16,Office Supplies,540.0,468.93,"ARIMA(1, 1, 1)"
2022-12-17,Office Supplies,515.3,468.93,"ARIMA(1, 1, 1)"
2022-12-18,Office Supplies,750.8,468.93,"ARIMA(1, 1, 1)"
2022-12-19,Office Supplies,456.8,468.93,"ARIMA(1, 1, 1)"
2022-12-20,Office Supplies,459.7,468.93,"ARIMA(1, 1, 1)"
2022-12-21,Office Supplies,536.1,468.93,"ARIMA(1, 1, 1)"
2022-12-22,Office Supplies,516.1,468.93,"ARIMA(1, 1, 1)"
2022-12-23,Office Supplies,496.1,468.93,"ARIMA(1, 1, 1)"
2022-12-24,Office Supplies,476.1,468.93,"ARIMA(1, 1, 1)"
2022-12-25,Office Supplies,456.1,468.93,"ARIMA(1, 1, 1)"
2022-12-26,Office Supplies,429.2,468.93,"ARIMA(1, 1, 1)"
2022-12-27,Office Supplies,673.0,468.93,"ARIMA(1, 1, 1)"
2022-12-28,Office Supplies,583.9,468.93,"ARIMA(1, 1, 1)"
2022-12-29,Office Supplies,494.8,468.93,"ARIMA(1, 1, 1)"
2022-12-30,Office Supplies,544.9,468.93,"ARIMA(1, 1, 1)"
2022-12-31,Office Supplies,498.2,468.93,"ARIMA(1, 1, 1)"
2023-01-01,Office Supplies,479.65,468.93,"ARIMA(1, 1, 1)"
2023-01-02,Office Supplies,461.1,468.93,"ARIMA(1, 1, 1)"
2023-01-03,Office Supplies,480.0,468.93,"ARIMA(1, 1, 1)"
2023-01-04,Office Supplies,498.9,468.93,"ARIMA(1, 1, 1)"
2022-12-06,Pet Supplies,351.8,420.82,"ARIMA(1, 1, 1)"
2022-12-07,Pet Supplies,389.8,432.6,"ARIMA(1, 1, 1)"
2022-12-08,Pet Supplies,395.7000000000001,436.0,"ARIMA(1, 1, 1)"
2022-12-09,Pet Supplies,401.6,436.99,"ARIMA(1, 1, 1)"
2022-12-10,Pet Supplies,386.33333333333337,437.27,"ARIMA(1, 1, 1)"
2022-12-11,Pet Supplies,371.06666666666666,437.35,"ARIMA(1, 1, 1)"
2022-12-12,Pet Supplies,355.8,437.38,"ARIMA(1, 1, 1)"
2022-12-13,Pet Supplies,343.1,437.38,"ARIMA(1, 1, 1)"
2022-12-14,Pet Supplies,370.2,437.39,"ARIMA(1, 1, 1)"
2022-12-15,Pet Supplies,414.7,437.39,"ARIMA(1, 1, 1)"
2022-12-16,Pet Supplies,422.0,437.39,"ARIMA(1, 1, 1)"
2022-12-17,Pet Supplies,429.3,437.39,"ARIMA(1, 1, 1)"
2022-12-18,Pet Supplies,377.4,437.39,"ARIMA(1, 1, 1)"
2022-12-19,Pet Supplies,355.9,437.39,"ARIMA(1, 1, 1)"
2022-12-20,Pet Supplies,359.8,437.39,"ARIMA(1, 1, 1)"
2022-12-21,Pet Supplies,363.5,437.39,"ARIMA(1, 1, 1)"
2022-12-22,Pet Supplies,391.65,437.39,"ARIMA(1, 1, 1)"
2022-12-23,Pet Supplies,419.8,437.39,"ARIMA(1, 1, 1)"
2022-12-24,Pet Supplies,400.75,437.39,"ARIMA(1, 1, 1)"
2022-12-25,Pet Supplies,381.7,437.39,"ARIMA(1, 1, 1)"
2022-12-26,Pet Supplies,389.65,437.39,"ARIMA(1, 1, 1)"
2022-12-27,Pet Supplies,397.6,437.39,"ARIMA(1, 1, 1)"
2022-12-28,Pet Supplies,405.55,437.39,"ARIMA(1, 1, 1)"
2022-12-29,Pet Supplies,413.5,437.39,"ARIMA(1, 1, 1)"
2022-12-30,Pet Supplies,415.25,437.39,"ARIMA(1, 1, 1)"
2022-12-31,Pet Supplies,417.0,437.39,"ARIMA(1, 1, 1)"
2023-01-01,Pet Supplies,389.1666666666667,437.39,"ARIMA(1, 1, 1)"
2023-01-02,Pet Supplies,361.3333333333333,437.39,"ARIMA(1, 1, 1)"
2023-01-03,Pet Supplies,333.5,437.39,"ARIMA(1, 1, 1)"
2023-01-04,Pet Supplies,598.4,437.39,"ARIMA(1, 1, 1)"
2022-12-06,Sporting Goods,595.0,578.56,"ARIMA(1, 1, 1)"
2022-12-07,Sporting Goods,574.9,577.53,"ARIMA(1, 1, 1)"
2022-12-08,Sporting Goods,554.8,577.15,"ARIMA(1, 1, 1)"
2022-12-09,Sporting Goods,561.0,577.0,"ARIMA(1, 1, 1)"
2022-12-10,Sporting Goods,567.2,576.95,"ARIMA(1, 1, 1)"
2022-12-11,Sporting Goods,529.1,576.93,"ARIMA(1, 1, 1)"
2022-12-12,Sporting Goods,497.1,576.92,"ARIMA(1, 1, 1)"
2022-12-13,Sporting Goods,487.8,576.92,"ARIMA(1, 1, 1)"
2022-12-14,Sporting Goods,523.1,576.92,"ARIMA(1, 1, 1)"
2022-12-15,Sporting Goods,558.4,576.92,"ARIMA(1, 1, 1)"
2022-12-16,Sporting Goods,517.6,576.92,"ARIMA(1, 1, 1)"
2022-12-17,Sporting Goods,500.55,576.92,"ARIMA(1, 1, 1)"
2022-12-18,Sporting Goods,483.5,576.92,"ARIMA(1, 1, 1)"
2022-12-19,Sporting Goods,504.0,576.92,"ARIMA(1, 1, 1)"
2022-12-20,Sporting Goods,545.5,576.92,"ARIMA(1, 1, 1)"
2022-12-21,Sporting Goods,561.8,576.92,"ARIMA(1, 1, 1)"
2022-12-22,Sporting Goods,561.5,576.92,"ARIMA(1, 1, 1)"
2022-12-23,Sporting Goods,561.2,576.92,"ARIMA(1, 1, 1)"
2022-12-24,Sporting Goods,552.6,576.92,"ARIMA(1, 1, 1)"
2022-12-25,Sporting Goods,500.4,576.92,"ARIMA(1, 1, 1)"
2022-12-26,Sporting Goods,520.2,576.92,"ARIMA(1, 1, 1)"
2022-12-27,Sporting Goods,501.2,576.92,"ARIMA(1, 1, 1)"
2022-12-28,Sporting Goods,537.25,576.92,"ARIMA(1, 1, 1)"
2022-12-29,Sporting Goods,573.3,576.92,"ARIMA(1, 1, 1)"
2022-12-30,Sporting Goods,590.4,576.92,"ARIMA(1, 1, 1)"
2022-12-31,Sporting Goods,564.0,576.92,"ARIMA(1, 1, 1)"
2023-01-01,Sporting Goods,537.6,576.92,"ARIMA(1, 1, 1)"
2023-01-02,Sporting Goods,540.85,576.92,"ARIMA(1, 1, 1)"
2023-01-03,Sporting Goods,544.1,576.92,"ARIMA(1, 1, 1)"
2023-01-04,Sporting Goods,529.5,576.92,"ARIMA(1, 1, 1)"
2023-01-03,Toys,294.8709677419355,327.59,"ARIMA(1, 1, 1)"
2023-01-04,Toys,294.6064516129032,337.01,"ARIMA(1, 1, 1)"
2023-01-05,Toys,294.34193548387094,339.74,"ARIMA(1, 1, 1)"
2023-01-06,Toys,294.0774193548387,340.54,"ARIMA(1, 1, 1)"
2023-01-07,Toys,293.81290322580645,340.77,"ARIMA(1, 1, 1)"
2023-01-08,Toys,293.5483870967741,340.84,"ARIMA(1, 1, 1)"
2023-01-09,Toys,293.2838709677419,340.86,"ARIMA(1, 1, 1)"
2023-01-10,Toys,293.01935483870966,340.86,"ARIMA(1, 1, 1)"
2023-01-11,Toys,292.7548387096774,340.86,"ARIMA(1, 1, 1)"
2023-01-12,Toys,292.4903225806452,340.86,"ARIMA(1, 1, 1)"
2023-01-13,Toys,292.22580645161287,340.86,"ARIMA(1, 1, 1)"
2023-01-14,Toys,291.9612903225806,340.86,"ARIMA(1, 1, 1)"
2023-01-15,Toys,291.6967741935484,340.86,"ARIMA(1, 1, 1)"
2023-01-16,Toys,291.43225806451613,340.86,"ARIMA(1, 1, 1)"
2023-01-17,Toys,291.16774193548383,340.86,"ARIMA(1, 1, 1)"
2023-01-18,Toys,290.9032258064516,340.86,"ARIMA(1, 1, 1)"
2023-01-19,Toys,290.63870967741934,340.86,"ARIMA(1, 1, 1)"
2023-01-20,Toys,290.3741935483871,340.86,"ARIMA(1, 1, 1)"
2023-01-21,Toys,290.1096774193548,340.86,"ARIMA(1, 1, 1)"
2023-01-22,Toys,289.8451612903225,340.86,"ARIMA(1, 1, 1)"
2023-01-23,Toys,289.5806451612903,340.86,"ARIMA(1, 1, 1)"
2023-01-24,Toys,289.31612903225806,340.86,"ARIMA(1, 1, 1)"
2023-01-25,Toys,289.0516129032258,340.86,"ARIMA(1, 1, 1)"
2023-01-26,Toys,288.7870967741935,340.86,"ARIMA(1, 1, 1)"
2023-01-27,Toys,288.52258064516127,340.86,"ARIMA(1, 1, 1)"
2023-01-28,Toys,288.258064516129,340.86,"ARIMA(1, 1, 1)"
2023-01-29,Toys,287.9935483870968,340.86,"ARIMA(1, 1, 1)"
2023-01-30,Toys,287.7290322580645,340.86,"ARIMA(1, 1, 1)"
2023-01-31,Toys,287.46451612903223,340.86,"ARIMA(1, 1, 1)"
2023-02-01,Toys,287.2,340.86,"ARIMA(1, 1, 1)"
