date,product_category,units_sold,inventory_level,unit_price,warehouse_dispatch_rate,promotion_flag,residual,z,anomaly_z,anomaly_iqr,anomaly_if,anomaly_votes,anomaly_consensus
2021-10-22,Apparel,504.6,1304.8,173.41,4952.0,False,-3.544,-0.029,False,False,True,1,False
2021-11-08,Apparel,588.2,1288.1,170.19,600.45,False,97.586,0.793,False,True,False,1,False
2021-11-29,Apparel,403.9,1309.8,167.95,399.7,False,-84.814,-0.689,False,True,False,1,False
2021-11-30,Apparel,653.5,1298.2,165.11,660.1,True,173.742,1.411,False,True,False,1,False
2022-02-24,Apparel,724.7,1295.0,165.47,716.8,True,169.056,1.373,False,True,False,1,False
2022-04-02,Apparel,539.0,1324.3,167.67,539.9,False,82.607,0.671,False,True,False,1,False
2022-04-08,Apparel,429.1,1409.1,170.047,428.433,False,-328.562,-2.668,False,True,False,1,False
2022-04-09,Apparel,435.7,1383.8,172.243,439.867,False,-327.558,-2.66,False,True,False,1,False
2022-04-10,Apparel,442.3,1358.5,174.44,451.3,False,-312.563,-2.538,False,True,False,1,False
2022-04-11,Apparel,2668.6,805.6,171.49,781.9,True,1911.2,15.523,True,True,True,3,True
2022-04-12,Apparel,538.0,1380.3,169.0,491.4,False,-220.186,-1.788,False,True,False,1,False
2022-04-13,Apparel,409.4,1377.2,166.61,428.9,False,-391.781,-3.182,True,True,False,2,True
2022-04-14,Apparel,453.4,1368.7,171.9,468.5,False,-346.323,-2.813,False,True,False,1,False
2022-05-10,Apparel,541.0,1422.0,170.48,512.8,True,101.121,0.822,False,True,False,1,False
2022-05-19,Apparel,655.5,1425.1,168.72,615.4,True,180.849,1.469,False,True,False,1,False
2022-06-13,Apparel,418.0,1426.9,171.56,4273.0,False,-2.764,-0.022,False,False,True,1,False
2022-06-28,Apparel,580.2,1424.8,175.58,532.1,True,137.135,1.114,False,True,False,1,False
2022-07-26,Apparel,504.4,940.0,165.33,43.9,True,62.964,0.512,False,False,True,1,False
2022-08-03,Apparel,447.55,1392.887,169.121,447.15,False,-84.409,-0.685,False,True,False,1,False
2022-08-04,Apparel,460.2,1383.35,168.195,467.4,False,-215.315,-1.749,False,True,False,1,False
2022-08-05,Apparel,472.4,1402.5,172.66,443.9,False,-204.776,-1.663,False,True,False,1,False
2022-08-06,Apparel,961.4,1193.5,173.28,458.1,False,291.228,2.366,False,True,False,1,False
2022-08-07,Apparel,1450.4,984.5,173.9,472.3,False,782.262,6.354,True,True,True,3,True
2022-08-08,Apparel,426.7,993.0,172.61,391.1,False,-244.639,-1.987,False,True,False,1,False
2022-08-09,Apparel,479.7,1362.1,165.44,470.2,False,-187.051,-1.519,False,True,False,1,False
2022-08-10,Apparel,487.725,1373.325,165.682,471.8,False,-151.027,-1.226,False,True,False,1,False
2022-08-27,Apparel,467.0,1409.0,165.52,4634.0,False,-11.622,-0.094,False,False,True,1,False
2022-09-21,Apparel,492.1,1350.1,168.45,483.25,False,-93.845,-0.762,False,True,False,1,False
2022-09-23,Apparel,686.55,1334.6,168.0,684.45,False,111.831,0.908,False,True,False,1,False
2022-09-24,Apparel,834.1,1334.8,167.0,846.1,True,271.799,2.208,False,True,False,1,False
2022-09-26,Apparel,461.6,1357.4,166.76,476.1,False,-74.195,-0.602,False,True,False,1,False
2022-10-26,Apparel,487.5,1351.7,170.92,458.15,False,-75.881,-0.616,False,True,False,1,False
2022-10-28,Apparel,872.1,1340.7,166.32,870.9,True,310.588,2.523,False,True,True,2,True
2022-11-01,Apparel,511.4,807.8,163.27,489.8,False,14.661,0.119,False,False,True,1,False
2022-11-02,Apparel,534.5,807.0,165.22,33.8,False,1.212,0.01,False,False,True,1,False
2022-11-18,Apparel,543.0,1381.8,167.05,491.0,False,-146.969,-1.193,False,True,False,1,False
2022-11-19,Apparel,471.7,1412.7,169.23,442.8,False,-309.453,-2.513,False,True,False,1,False
2022-11-20,Apparel,632.8,1411.2,167.96,600.6,True,-218.884,-1.778,False,True,False,1,False
2022-11-21,Apparel,1423.3,1435.6,167.38,390.2,False,514.029,4.175,True,True,True,3,True
2022-11-22,Apparel,1273.117,1428.617,168.302,412.833,False,332.978,2.705,False,True,False,1,False
2022-11-23,Apparel,1122.933,1421.633,169.223,435.467,False,117.896,0.958,False,True,False,1,False
2022-11-27,Apparel,522.2,1393.7,172.91,526.0,False,-113.049,-0.918,False,True,False,1,False
2022-11-28,Apparel,465.4,1411.0,164.58,434.3,False,-107.486,-0.873,False,True,False,1,False
2022-12-04,Apparel,404.5,1373.9,165.7,406.7,False,-94.356,-0.766,False,True,False,1,False
2022-12-09,Apparel,454.4,1366.3,171.29,427.6,False,-81.797,-0.664,False,True,False,1,False
2022-12-12,Apparel,674.5,1399.4,167.45,702.0,True,155.079,1.26,False,True,False,1,False
2022-12-18,Apparel,683.5,1365.6,170.12,674.8,True,157.28,1.278,False,True,False,1,False
2022-12-22,Apparel,549.5,1336.1,161.17,5593.0,False,-2.773,-0.022,False,False,True,1,False
2020-01-09,Automotive Parts,227.9,764.9,220.75,228.5,False,-84.32,-1.608,False,True,False,1,False
2020-01-12,Automotive Parts,358.75,828.4,214.265,343.3,False,48.636,0.927,False,True,False,1,False
2020-01-13,Automotive Parts,369.4,838.4,211.45,356.0,True,60.426,1.152,False,True,False,1,False
2020-02-11,Automotive Parts,266.6,676.0,210.93,271.3,False,-51.882,-0.989,False,True,False,1,False
2020-03-07,Automotive Parts,265.6,807.0,216.77,244.4,False,-68.532,-1.307,False,True,False,1,False
2020-04-30,Automotive Parts,311.6,828.2,217.0,296.7,False,-58.984,-1.125,False,True,False,1,False
2020-05-01,Automotive Parts,472.4,813.8,219.42,438.1,True,95.06,1.812,False,True,False,1,False
2020-05-02,Automotive Parts,431.2,817.15,219.07,417.8,False,69.247,1.32,False,True,False,1,False
2020-05-05,Automotive Parts,264.5,841.4,211.63,244.0,False,-81.211,-1.548,False,True,False,1,False
2020-05-08,Automotive Parts,408.7,832.7,219.04,409.2,True,69.681,1.328,False,True,False,1,False
2020-06-12,Automotive Parts,373.6,870.4,214.13,337.7,True,80.095,1.527,False,True,False,1,False
2020-06-19,Automotive Parts,394.4,861.2,222.9,382.6,True,58.524,1.116,False,True,False,1,False
2020-07-15,Automotive Parts,255.5,792.5,224.22,2334.0,False,1.777,0.034,False,False,True,1,False
2020-08-10,Automotive Parts,215.7,764.9,211.45,204.5,False,5.94,0.113,False,False,True,1,False
2020-09-02,Automotive Parts,432.9,784.9,219.02,420.6,True,115.662,2.205,False,True,False,1,False
2020-09-30,Automotive Parts,336.467,731.167,216.597,311.167,False,47.365,0.903,False,True,False,1,False
2020-10-01,Automotive Parts,390.7,725.9,218.16,359.5,True,83.43,1.591,False,True,False,1,False
2020-10-02,Automotive Parts,269.0,740.0,216.35,252.2,False,-50.04,-0.954,False,True,False,1,False
2020-10-12,Automotive Parts,330.2,605.8,217.19,328.0,False,60.069,1.145,False,True,False,1,False
2020-10-20,Automotive Parts,323.2,722.8,216.91,2990.0,True,42.311,0.807,False,False,True,1,False
2020-11-23,Automotive Parts,359.2,651.1,222.25,337.7,True,56.698,1.081,False,True,False,1,False
2020-12-10,Automotive Parts,242.6,739.2,214.21,249.2,False,-91.97,-1.754,False,True,False,1,False
2020-12-11,Automotive Parts,424.2,626.0,215.98,426.0,False,82.324,1.569,False,True,False,1,False
2020-12-16,Automotive Parts,484.1,591.4,215.45,491.5,True,120.248,2.293,False,True,False,1,False
2021-01-01,Automotive Parts,375.2,382.9,224.88,43.9,False,7.738,0.147,False,False,True,1,False
2021-01-06,Automotive Parts,333.2,614.1,219.63,314.6,False,-69.873,-1.332,False,True,False,1,False
2021-01-07,Automotive Parts,483.9,607.3,218.84,484.2,True,48.616,0.927,False,True,False,1,False
2021-01-10,Automotive Parts,509.5,595.1,219.71,518.8,True,52.028,0.992,False,True,False,1,False
2021-01-17,Automotive Parts,325.6,606.3,219.05,322.4,False,-59.029,-1.126,False,True,False,1,False
2021-01-19,Automotive Parts,464.4,591.0,221.95,425.0,True,52.811,1.007,False,True,False,1,False
2021-01-20,Automotive Parts,478.6,581.1,219.63,474.9,True,61.655,1.175,False,True,False,1,False
2021-01-21,Automotive Parts,366.7,590.1,211.5,355.8,False,-66.548,-1.269,False,True,False,1,False
2021-01-22,Automotive Parts,559.8,581.4,211.45,559.0,True,123.174,2.348,False,True,True,2,True
2021-01-26,Automotive Parts,393.15,595.4,216.985,388.4,False,-83.682,-1.596,False,True,False,1,False
2021-01-27,Automotive Parts,434.5,599.6,221.71,419.9,True,-94.73,-1.806,False,True,False,1,False
2021-01-28,Automotive Parts,376.9,591.3,218.63,394.0,False,-162.263,-3.094,True,True,False,2,True
2021-01-29,Automotive Parts,1065.1,590.6,221.3,389.6,False,514.16,9.803,True,True,True,3,True
2021-01-30,Automotive Parts,712.5,597.25,221.93,371.9,False,176.497,3.365,True,True,False,2,True
2021-01-31,Automotive Parts,359.9,603.9,222.56,354.2,False,-160.736,-3.065,True,True,False,2,True
2021-02-01,Automotive Parts,422.8,503.75,221.435,395.8,False,-83.01,-1.583,False,True,False,1,False
2021-02-07,Automotive Parts,392.1,617.1,226.66,401.3,False,47.539,0.906,False,True,False,1,False
2021-02-23,Automotive Parts,435.6,642.7,218.96,423.4,True,62.625,1.194,False,True,False,1,False
2021-03-10,Automotive Parts,446.3,614.0,215.32,441.7,True,63.031,1.202,False,True,False,1,False
2021-03-13,Automotive Parts,337.9,449.2,213.91,21.7,False,-36.515,-0.696,False,False,True,1,False
2021-05-02,Automotive Parts,391.1,610.2,226.58,391.8,False,55.4,1.056,False,True,False,1,False
2021-05-20,Automotive Parts,441.0,680.8,219.57,424.6,True,94.144,1.795,False,True,False,1,False
2021-06-04,Automotive Parts,400.7,642.9,214.79,372.0,False,64.138,1.223,False,True,False,1,False
2021-06-06,Automotive Parts,268.1,705.7,216.57,258.7,False,-60.572,-1.155,False,True,False,1,False
2021-07-07,Automotive Parts,393.4,680.6,213.46,410.2,True,94.262,1.797,False,True,False,1,False
2021-07-09,Automotive Parts,250.8,711.1,217.67,248.9,False,-64.855,-1.237,False,True,False,1,False
2021-07-12,Automotive Parts,330.1,656.9,211.15,343.8,False,65.426,1.247,False,True,False,1,False
2021-07-30,Automotive Parts,280.2,660.9,207.36,263.4,False,-72.24,-1.377,False,True,False,1,False
2021-07-31,Automotive Parts,408.2,629.45,213.595,385.75,False,63.154,1.204,False,True,False,1,False
2021-08-01,Automotive Parts,536.2,598.0,219.83,508.1,True,193.828,3.695,True,True,False,2,True
2021-08-02,Automotive Parts,269.3,670.4,216.71,254.0,False,-55.952,-1.067,False,True,False,1,False
2021-08-03,Automotive Parts,291.8,672.9,218.59,280.55,False,-51.825,-0.988,False,True,False,1,False
2021-08-07,Automotive Parts,260.6,682.8,219.17,260.0,False,-52.382,-0.999,False,True,False,1,False
2021-08-09,Automotive Parts,377.8,682.3,215.52,395.2,True,98.012,1.869,False,True,False,1,False
2021-08-17,Automotive Parts,244.9,684.4,208.35,225.0,False,-17.213,-0.328,False,False,True,1,False
2021-08-21,Automotive Parts,333.6,682.3,215.79,307.1,True,60.254,1.149,False,True,False,1,False
2021-08-23,Automotive Parts,203.5,699.5,224.2,199.7,False,-50.831,-0.969,False,True,False,1,False
2021-11-07,Automotive Parts,316.3,663.6,224.22,289.6,False,-65.086,-1.241,False,True,False,1,False
2021-11-08,Automotive Parts,443.0,659.3,217.77,427.2,True,59.883,1.142,False,True,False,1,False
2021-11-09,Automotive Parts,451.833,654.233,215.25,429.867,False,47.035,0.897,False,True,False,1,False
2021-11-10,Automotive Parts,460.667,649.167,212.73,432.533,False,54.065,1.031,False,True,False,1,False
2021-11-11,Automotive Parts,469.5,644.1,210.21,435.2,True,49.802,0.949,False,True,False,1,False
2021-11-13,Automotive Parts,309.7,670.8,223.37,299.4,False,-62.384,-1.19,False,True,False,1,False
2021-12-13,Automotive Parts,508.2,663.3,220.9,466.0,True,143.269,2.731,False,True,False,1,False
2021-12-17,Automotive Parts,383.7,656.8,220.14,3789.0,False,19.51,0.372,False,False,True,1,False
2021-12-30,Automotive Parts,578.5,660.5,210.61,603.3,True,168.244,3.208,True,True,True,3,True
2022-01-08,Automotive Parts,270.3,564.0,211.91,280.0,False,-91.339,-1.742,False,True,False,1,False
2022-01-09,Automotive Parts,367.6,353.4,216.76,91.3,False,3.886,0.074,False,False,True,1,False
2022-01-10,Automotive Parts,405.1,357.4,217.28,254.1,False,50.798,0.968,False,True,False,1,False
2022-01-11,Automotive Parts,442.6,361.4,217.8,416.9,True,59.832,1.141,False,True,False,1,False
2022-01-15,Automotive Parts,370.7,686.5,221.12,3731.0,False,-11.961,-0.228,False,False,True,1,False
2022-02-15,Automotive Parts,358.9,627.1,228.17,341.9,False,-52.582,-1.003,False,True,False,1,False
2022-02-17,Automotive Parts,607.0,599.9,219.26,620.3,True,185.634,3.539,True,True,True,3,True
2022-03-05,Automotive Parts,460.0,541.7,216.52,462.5,True,61.286,1.168,False,True,False,1,False
2022-03-08,Automotive Parts,349.65,571.1,219.78,354.85,False,-70.35,-1.341,False,True,False,1,False
2022-03-10,Automotive Parts,563.6,593.1,218.25,547.1,True,139.419,2.658,False,True,True,2,True
2022-03-16,Automotive Parts,421.2,592.5,219.75,4418.0,False,27.398,0.522,False,False,True,1,False
2022-03-28,Automotive Parts,507.0,579.2,215.02,475.7,True,100.033,1.907,False,True,False,1,False
2022-04-08,Automotive Parts,333.2,543.1,217.97,314.0,False,-51.497,-0.982,False,True,False,1,False
2022-04-26,Automotive Parts,522.3,417.1,214.64,61.4,True,117.468,2.24,False,True,True,2,True
2022-06-01,Automotive Parts,409.9,516.6,217.0,426.7,True,67.584,1.288,False,True,False,1,False
2022-06-16,Automotive Parts,468.8,555.6,221.99,443.5,True,113.287,2.16,False,True,False,1,False
2022-06-23,Automotive Parts,507.5,553.0,215.7,501.7,True,153.473,2.926,False,True,False,1,False
2022-08-06,Automotive Parts,396.3,545.8,215.97,394.1,False,99.225,1.892,False,True,False,1,False
2022-08-21,Automotive Parts,264.3,573.1,226.29,274.4,False,-56.4,-1.075,False,True,False,1,False
2022-08-22,Automotive Parts,397.3,566.2,212.71,374.2,True,91.869,1.751,False,True,False,1,False
2022-08-23,Automotive Parts,258.1,576.2,221.46,267.1,False,-61.689,-1.176,False,True,False,1,False
2022-08-24,Automotive Parts,407.8,562.7,219.13,402.7,True,85.441,1.629,False,True,False,1,False
2022-10-08,Automotive Parts,318.55,517.15,220.005,1784.5,False,-0.271,-0.005,False,False,True,1,False
2022-10-09,Automotive Parts,314.9,523.3,221.71,3278.0,False,-0.957,-0.018,False,False,True,1,False
2022-10-21,Automotive Parts,429.4,505.9,222.165,397.8,False,47.51,0.906,False,True,False,1,False
2022-10-22,Automotive Parts,519.8,503.4,216.27,469.4,True,153.254,2.922,False,True,False,1,False
2022-10-24,Automotive Parts,292.7,512.0,221.75,287.7,False,-55.602,-1.06,False,True,False,1,False
2022-11-05,Automotive Parts,352.6,518.2,217.34,357.1,False,-153.103,-2.919,False,True,False,1,False
2022-11-06,Automotive Parts,363.0,508.8,218.17,330.6,False,-136.9,-2.61,False,True,False,1,False
2022-11-07,Automotive Parts,336.7,517.4,217.0,343.1,False,-145.302,-2.77,False,True,False,1,False
2022-11-08,Automotive Parts,1366.0,546.5,215.1,302.0,False,875.197,16.686,True,True,True,3,True
2022-11-09,Automotive Parts,348.5,511.95,219.405,356.25,False,-153.345,-2.924,False,True,False,1,False
2022-11-10,Automotive Parts,348.1,510.975,217.772,335.725,False,-319.956,-6.1,True,True,False,2,True
2022-11-11,Automotive Parts,347.7,510.0,216.14,315.2,False,-321.462,-6.129,True,True,False,2,True
2022-11-12,Automotive Parts,397.3,503.8,223.085,392.05,False,-207.532,-3.957,True,True,False,2,True
2022-11-13,Automotive Parts,1451.8,513.1,217.99,300.3,False,789.071,15.044,True,True,True,3,True
2022-11-14,Automotive Parts,333.0,513.5,215.89,342.6,False,-351.388,-6.7,True,True,False,2,True
2022-11-15,Automotive Parts,994.7,511.6,220.67,321.6,False,287.282,5.477,True,True,True,3,True
2022-11-16,Automotive Parts,797.7,496.0,218.98,339.433,False,89.612,1.708,False,True,False,1,False
2022-11-18,Automotive Parts,403.7,464.8,215.6,375.1,False,-161.047,-3.071,True,True,False,2,True
2022-11-19,Automotive Parts,369.4,476.5,225.14,384.2,False,-103.561,-1.975,False,True,False,1,False
2022-11-20,Automotive Parts,349.0,493.3,215.79,339.6,False,-56.243,-1.072,False,True,False,1,False
2022-11-22,Automotive Parts,431.2,500.3,230.16,390.5,True,55.825,1.064,False,True,True,2,True
2022-11-25,Automotive Parts,399.6,467.4,216.56,3777.0,False,2.895,0.055,False,False,True,1,False
2022-12-02,Automotive Parts,507.1,541.7,218.23,493.55,False,73.995,1.411,False,True,False,1,False
2022-12-30,Automotive Parts,452.7,478.1,208.93,417.6,False,38.06,0.726,False,False,True,1,False
2020-01-08,Beauty,405.5,1080.9,167.97,393.4,False,93.751,1.033,False,True,False,1,False
2020-01-25,Beauty,287.5,548.233,162.38,277.633,False,-28.687,-0.318,False,False,True,1,False
2020-01-26,Beauty,269.7,552.5,161.37,262.4,False,-22.911,-0.254,False,False,True,1,False
2020-02-12,Beauty,432.35,1064.9,164.41,419.5,True,91.44,1.007,False,True,False,1,False
2020-03-07,Beauty,384.2,1107.2,166.325,371.8,False,-116.087,-1.282,False,True,False,1,False
2020-03-08,Beauty,866.2,1126.9,157.31,329.9,False,390.467,4.306,True,True,True,3,True
2020-03-09,Beauty,352.1,1119.7,166.48,331.6,False,-83.855,-0.926,False,True,False,1,False
2020-04-06,Beauty,445.8,1094.2,166.23,420.5,False,96.616,1.064,False,True,False,1,False
2020-04-07,Beauty,400.95,1091.95,169.52,376.2,False,-112.548,-1.243,False,True,False,1,False
2020-04-08,Beauty,356.1,1089.7,172.81,331.9,False,-487.478,-5.378,True,True,False,2,True
2020-04-09,Beauty,366.5,1109.8,167.22,342.3,False,-660.098,-7.282,True,True,False,2,True
2020-04-10,Beauty,1477.15,1107.8,166.06,447.3,False,460.523,5.078,True,True,True,3,True
2020-04-11,Beauty,2587.8,1105.8,164.9,552.3,True,1580.575,17.433,True,True,True,3,True
2020-04-12,Beauty,1452.85,1120.05,165.51,431.5,False,464.81,5.126,True,True,True,3,True
2020-04-13,Beauty,317.9,1134.3,166.12,310.7,False,-649.148,-7.162,True,True,False,2,True
2020-04-14,Beauty,353.7,1116.6,164.05,347.2,False,-458.648,-5.06,True,True,False,2,True
2020-04-15,Beauty,366.4,1106.267,164.29,362.2,False,-146.385,-1.616,False,True,False,1,False
2020-04-20,Beauty,565.0,1088.7,160.65,560.2,True,120.581,1.329,False,True,False,1,False
2020-04-22,Beauty,371.8,1083.1,162.24,371.5,False,-128.849,-1.422,False,True,False,1,False
2020-04-23,Beauty,615.3,1077.7,163.54,587.5,True,84.066,0.926,False,True,False,1,False
2020-04-27,Beauty,329.7,1082.7,159.62,324.1,False,-90.548,-1.0,False,True,False,1,False
2020-05-05,Beauty,532.2,1094.7,165.05,558.7,True,116.987,1.289,False,True,False,1,False
2020-05-06,Beauty,493.267,1084.1,166.167,508.067,False,68.246,0.752,False,True,False,1,False
2020-05-26,Beauty,360.7,1133.5,166.08,337.9,False,-164.213,-1.813,False,True,False,1,False
2020-05-27,Beauty,423.3,1109.0,165.12,414.5,False,-115.564,-1.276,False,True,False,1,False
2020-05-28,Beauty,1250.4,1113.3,162.83,370.9,False,699.28,7.712,True,True,True,3,True
2020-05-29,Beauty,468.7,1089.8,166.54,472.4,False,-78.553,-0.868,False,True,False,1,False
2020-05-30,Beauty,420.1,1102.55,166.92,428.55,False,-128.167,-1.415,False,True,False,1,False
2020-05-31,Beauty,371.5,1115.3,167.3,384.7,False,-151.894,-1.677,False,True,False,1,False
2020-06-12,Beauty,357.0,1094.05,166.58,341.65,False,-78.005,-0.862,False,True,False,1,False
2020-06-14,Beauty,524.8,1115.9,165.22,483.4,True,110.203,1.214,False,True,False,1,False
2020-06-19,Beauty,611.9,1123.6,158.88,611.7,True,159.709,1.76,False,True,False,1,False
2020-06-29,Beauty,394.8,558.8,166.09,84.6,False,30.755,0.338,False,False,True,1,False
2020-07-13,Beauty,567.275,1096.65,165.135,569.6,False,102.734,1.132,False,True,False,1,False
