date,units_sold,inventory_level,unit_price,warehouse_dispatch_rate,promotion_flag,product_category
2020-02-23,406.7,1217.3,170.65,391.0,False,Apparel
2020-02-24,430.6,1211.1,167.3,391.8,False,Apparel
2020-02-25,395.0,1228.3,166.47,371.0,False,Apparel
2020-02-26,406.6,1218.8,172.85,370.4,False,Apparel
2020-02-27,411.25,1220.05,173.49,390.7,False,Apparel
2020-02-28,415.9,1221.3,174.13,411.0,False,Apparel
2020-02-29,400.775,1228.6,172.8825,398.725,False,Apparel
2020-03-01,385.65,1235.9,171.635,386.45,False,Apparel
2020-03-02,370.525,1243.2,170.3875,374.17499999999995,False,Apparel
2020-03-03,355.4,1250.5,169.14,361.9,False,Apparel
2020-03-04,388.2,1249.1,170.17,404.9,False,Apparel
2020-03-05,365.0,1321.7,169.7,360.4,False,Apparel
2020-03-06,463.6,1223.8,170.12,428.1,False,Apparel
2020-03-07,440.75,1229.9,169.685,403.1,False,Apparel
2020-03-08,417.9,1236.0,169.25,378.1,False,Apparel
2020-03-09,340.3,1258.9,168.22,346.3,False,Apparel
2020-03-10,439.3,1245.2,169.15,448.1,False,Apparel
2020-03-11,461.5,1220.2,169.75,483.6,False,Apparel
2020-03-12,456.0,1230.1,167.19,452.4,False,Apparel
2020-03-13,441.1666666666667,1236.9333333333332,168.40666666666667,429.56666666666666,False,Apparel
2020-03-14,426.3333333333333,1243.7666666666667,169.62333333333333,406.7333333333333,False,Apparel
2020-03-15,411.5,1250.6,170.84,383.9,False,Apparel
2020-03-16,413.4,1249.725,169.98000000000002,386.09999999999997,False,Apparel
2020-03-17,415.3,1248.85,169.12,388.29999999999995,False,Apparel
2020-03-18,417.20000000000005,1247.975,168.26,390.5,False,Apparel
2020-03-19,419.1,1247.1,167.4,392.7,False,Apparel
2020-03-20,444.8,1244.2,165.96,451.1,False,Apparel
2020-03-21,436.6,1248.3,173.4,403.1,False,Apparel
2020-03-22,412.0,1256.1333333333332,171.33333333333334,394.0,False,Apparel
2020-03-23,387.40000000000003,1263.9666666666667,169.26666666666665,384.90000000000003,False,Apparel
2020-03-24,362.8,1271.8,167.2,375.8,False,Apparel
2020-03-25,382.2,1267.5,172.04,380.8,False,Apparel
2020-03-26,397.4,1266.5,168.87,377.5,False,Apparel
2020-03-27,412.6,1265.5,165.7,374.2,False,Apparel
2020-03-28,399.3,1278.9,167.195,389.45,False,Apparel
2020-03-29,386.0,1292.3,168.69,404.7,False,Apparel
2020-03-30,384.8,1295.5,164.92,367.5,False,Apparel
2020-03-31,381.0,1060.95,170.2,358.8,False,Apparel
2020-04-01,377.2,826.4,175.48,350.1,False,Apparel
2020-04-02,379.7375,943.7624999999999,173.9625,361.4125,False,Apparel
2020-04-03,382.275,1061.125,172.445,372.725,False,Apparel
2020-04-04,384.8125,1178.4875,170.9275,384.0375,False,Apparel
2020-04-05,387.35,1295.85,169.41000000000003,395.35,False,Apparel
2020-04-06,398.0375,1287.5,169.52125,403.4375,False,Apparel
2020-04-07,408.725,1279.1499999999999,169.63250000000002,411.525,False,Apparel
2020-04-08,419.4125,1270.7999999999997,169.74375000000003,419.6125,False,Apparel
2020-04-09,430.1,1262.4499999999998,169.85500000000002,427.7,False,Apparel
2020-04-10,428.65,1274.425,171.2525,407.54999999999995,False,Apparel
2020-04-11,427.2,1286.4,172.65,387.4,False,Apparel
2020-04-12,386.0,1288.7,170.01,402.3,False,Apparel
2020-04-13,405.3,1280.3,170.19333333333333,415.43333333333334,False,Apparel
2020-04-14,424.59999999999997,1271.9,170.37666666666667,428.56666666666666,False,Apparel
2020-04-15,443.9,1263.5,170.56,441.7,False,Apparel
2020-04-16,412.8,1266.1,172.31,394.6,False,Apparel
2020-04-17,439.1,1260.9,165.06,453.8,False,Apparel
2020-04-18,410.82500000000005,1272.45,165.9925,423.5,False,Apparel
2020-04-19,382.55,1284.0,166.925,393.20000000000005,False,Apparel
2020-04-20,354.275,1295.55,167.8575,362.90000000000003,False,Apparel
2020-04-21,326.0,1307.1,168.79,332.6,False,Apparel
2020-04-22,342.85,1303.0749999999998,169.925,344.95000000000005,False,Apparel
2020-04-23,359.7,1299.05,171.06,357.3,False,Apparel
2020-04-24,376.54999999999995,1295.025,172.195,369.65,False,Apparel
2020-04-25,393.4,1291.0,173.33,382.0,False,Apparel
2020-04-26,406.4,1294.7,170.74,391.0,False,Apparel
2020-04-27,350.1,1314.7,173.6,343.8,False,Apparel
2020-04-28,358.1,1312.3,163.24,327.6,False,Apparel
2020-04-29,384.85,1304.9,166.46,375.9,False,Apparel
2020-04-30,411.6,1297.5,169.68,424.2,False,Apparel
2020-05-01,401.74,1300.8,170.412,414.52,False,Apparel
2020-05-02,391.88,1304.1,171.144,404.84,False,Apparel
2020-05-03,382.02000000000004,1307.4,171.876,395.16,False,Apparel
2020-05-04,372.16,1310.7,172.608,385.48,False,Apparel
2020-05-05,362.3,1314.0,173.34,375.8,False,Apparel
2020-05-06,395.9,1304.3,170.78,375.5,False,Apparel
2020-05-07,665.8,1301.3,169.57,624.1,True,Apparel
2020-05-08,380.0,1309.5,170.51,360.5,False,Apparel
2020-05-09,421.9,1291.7,170.86,410.0,False,Apparel
2020-05-10,427.9,1296.4,172.15,398.1,False,Apparel
2020-05-11,364.2,1312.9,171.67,328.6,False,Apparel
2020-05-12,466.95000000000005,1314.0,168.14499999999998,427.1,False,Apparel
2020-05-13,569.7,1315.1,164.62,525.6,True,Apparel
2020-05-14,489.05,1307.8,163.775,467.15,False,Apparel
2020-05-15,408.4,1300.5,162.93,408.7,False,Apparel
2020-05-16,365.5,1304.8,171.61,330.0,False,Apparel
2020-05-17,334.3,1321.9,165.52,305.9,False,Apparel
2020-05-18,352.1,1314.0,168.87,328.75,False,Apparel
2020-05-19,369.9,1306.1,172.22,351.6,False,Apparel
2020-05-20,385.0333333333333,1305.2,172.22,373.6666666666667,False,Apparel
2020-05-21,400.1666666666667,1304.3,172.22,395.73333333333335,False,Apparel
2020-05-22,415.3,1303.4,172.22,417.8,False,Apparel
2020-05-23,358.0,1326.2,160.37,355.8,False,Apparel
2020-05-24,362.4,1322.4,162.65,353.8666666666667,False,Apparel
2020-05-25,366.8,1318.6,164.93,351.93333333333334,False,Apparel
2020-05-26,371.2,1314.8,167.21,350.0,False,Apparel
2020-05-27,572.3,1319.1,167.15,584.5,True,Apparel
2020-05-28,414.1,1304.8,168.47,405.5,False,Apparel
2020-05-29,379.3,1312.6,168.28,341.9,False,Apparel
2020-05-30,359.6333333333333,1322.1333333333332,169.85666666666665,330.76666666666665,False,Apparel
2020-05-31,339.9666666666667,1331.6666666666667,171.43333333333334,319.6333333333333,False,Apparel
2020-06-01,320.3,1341.2,173.01,308.5,False,Apparel
2020-06-02,357.6,1325.45,170.42000000000002,350.45,False,Apparel
2020-06-03,394.9,1309.7,167.83,392.4,False,Apparel
2020-06-04,393.7,1310.6,173.55,381.0,False,Apparel
2020-06-05,391.29999999999995,1314.0,170.695,383.75,False,Apparel
2020-06-06,388.9,1317.4,167.84,386.5,False,Apparel
2020-06-07,376.8,1318.2,168.54,394.5,False,Apparel
2020-06-08,391.05,1284.5,168.655,376.70000000000005,False,Apparel
2020-06-09,464.6666666666667,1289.8666666666666,169.89000000000001,456.6666666666667,False,Apparel
2020-06-10,538.2833333333333,1295.2333333333333,171.125,536.6333333333333,False,Apparel
2020-06-11,611.9,1300.6,172.36,616.6,True,Apparel
2020-06-12,520.05,1292.1,171.71,507.1,False,Apparel
2020-06-13,428.2,1283.6,171.06,397.6,False,Apparel
2020-06-14,392.7,1287.9,165.33,362.0,False,Apparel
2020-06-15,353.3,1299.8,171.33,330.7,False,Apparel
2020-06-16,370.1,1288.6,170.16,361.9,False,Apparel
2020-06-17,438.2,1271.3,172.32,425.5,False,Apparel
2020-06-18,414.6,1280.8,170.24,431.2,False,Apparel
2020-06-19,387.15,1295.25,169.575,395.75,False,Apparel
2020-06-20,359.7,1309.7,168.91,360.3,False,Apparel
2020-06-21,356.2,1313.6,176.26,349.4,False,Apparel
2020-06-22,352.3,1315.7,170.66,324.9,False,Apparel
2020-06-23,370.6,1315.85,171.745,357.0,False,Apparel
2020-06-24,388.9,1316.0,172.83,389.1,False,Apparel
2020-06-25,372.025,1321.175,171.67000000000002,373.625,False,Apparel
2020-06-26,355.15,1326.35,170.51,358.15,False,Apparel
2020-06-27,338.275,1331.525,169.35,342.675,False,Apparel
2020-06-28,321.4,1336.7,168.19,327.2,False,Apparel
2020-06-29,352.9,1328.2,172.55,330.5,False,Apparel
2020-06-30,361.94,1324.44,171.99200000000002,345.52,False,Apparel
2020-07-01,370.98,1320.68,171.434,360.54,False,Apparel
2020-07-02,380.02,1316.92,170.876,375.56,False,Apparel
2020-07-03,389.06,1313.16,170.31799999999998,390.58000000000004,False,Apparel
2020-07-04,398.1,1309.4,169.76,405.6,False,Apparel
2020-07-05,391.9,1313.8,170.24,405.5,False,Apparel
2020-07-06,376.15,1314.5,170.735,386.65,False,Apparel
2020-07-07,360.4,1315.2,171.23,367.8,False,Apparel
2020-07-08,561.0,1311.1,161.74,530.5,True,Apparel
2020-07-09,383.8,1312.8,167.43,347.3,False,Apparel
2020-07-10,408.0,1309.6,169.62,379.5,False,Apparel
2020-07-11,435.0,1312.8333333333333,170.04666666666668,417.23333333333335,False,Apparel
2020-07-12,462.0,1316.0666666666666,170.47333333333333,454.96666666666664,False,Apparel
2020-07-13,489.0,1319.3,170.9,492.7,True,Apparel
2020-07-14,372.4,1310.0,170.84,336.9,False,Apparel
2020-07-15,390.0,1304.5666666666666,172.90333333333334,362.5333333333333,False,Apparel
2020-07-16,407.59999999999997,1299.1333333333334,174.96666666666667,388.1666666666667,False,Apparel
2020-07-17,425.2,1293.7,177.03,413.8,False,Apparel
2020-07-18,400.59999999999997,1297.8,173.90666666666667,393.8,False,Apparel
2020-07-19,376.0,1301.9,170.78333333333333,373.8,False,Apparel
2020-07-20,351.4,1306.0,167.66,353.8,False,Apparel
2020-07-21,364.4,1304.2,166.35,344.0,False,Apparel
2020-07-22,373.275,1300.75,167.995,362.675,False,Apparel
2020-07-23,382.15,1297.3000000000002,169.64,381.35,False,Apparel
2020-07-24,391.025,1293.8500000000001,171.285,400.025,False,Apparel
2020-07-25,399.9,1290.4,172.93,418.7,False,Apparel
2020-07-26,360.8,1294.2,173.65,357.4,False,Apparel
2020-07-27,344.8,1297.0,166.84,313.3,False,Apparel
2020-07-28,361.85,1292.1,166.25,341.45000000000005,False,Apparel
2020-07-29,378.9,1287.2,165.66,369.6,False,Apparel
2020-07-30,408.95,1278.85,169.28,382.65,False,Apparel
2020-07-31,439.0,1270.5,172.9,395.7,False,Apparel
2020-08-01,420.1,1271.9,170.97,405.04999999999995,False,Apparel
2020-08-02,401.2,1273.3,169.04,414.4,False,Apparel
2020-08-03,394.45,1284.1,166.8,410.04999999999995,False,Apparel
2020-08-04,387.7,1294.9,164.56,405.7,False,Apparel
2020-08-05,414.7,1275.7333333333333,167.79666666666668,416.8333333333333,False,Apparel
2020-08-06,441.7,1256.5666666666668,171.03333333333333,427.9666666666667,False,Apparel
2020-08-07,468.7,1237.4,174.27,439.1,False,Apparel
2020-08-08,423.5,1245.0,170.09,434.8,False,Apparel
2020-08-09,1007.6,1244.3,168.32,387.4,False,Apparel
2020-08-10,371.9,1257.5,167.77,389.9,False,Apparel
2020-08-11,419.2,1241.9,166.97,426.6,False,Apparel
2020-08-12,440.6,1006.35,167.445,410.35,False,Apparel
2020-08-13,441.6,1235.1,168.14,411.7,False,Apparel
2020-08-14,424.4,1243.8,168.65,444.8,False,Apparel
2020-08-15,400.4,1248.5,168.8,406.5,False,Apparel
2020-08-16,524.2,1237.6,166.67,511.6,True,Apparel
2020-08-17,504.1,1239.3666666666666,167.68333333333334,487.95000000000005,False,Apparel
2020-08-18,484.00000000000006,1241.1333333333332,168.69666666666666,464.3,False,Apparel
2020-08-19,463.90000000000003,1242.9,169.70999999999998,440.65,False,Apparel
2020-08-20,443.8,1244.6666666666667,170.72333333333333,417.0,False,Apparel
2020-08-21,423.70000000000005,1246.4333333333334,171.73666666666668,393.35,False,Apparel
2020-08-22,403.6,1248.2,172.75,369.7,False,Apparel
2020-08-23,465.9,1255.4,166.22,477.0,True,Apparel
2020-08-24,430.2,1255.5,170.26,435.45,False,Apparel
2020-08-25,394.5,1255.6,174.3,393.9,False,Apparel
2020-08-26,471.4,1222.3,169.07,456.3,False,Apparel
2020-08-27,469.1,1214.4,171.36,429.9,False,Apparel
2020-08-28,456.5,1220.0,170.37,421.0333333333333,False,Apparel
2020-08-29,443.90000000000003,1225.6000000000001,169.38,412.1666666666667,False,Apparel
2020-08-30,431.3,1231.2,168.39,403.3,False,Apparel
2020-08-31,429.23333333333335,1234.7333333333333,168.68666666666667,415.03333333333336,False,Apparel
2020-09-01,427.1666666666667,1238.2666666666667,168.98333333333332,426.76666666666665,False,Apparel
2020-09-02,425.1,1241.8,169.28,438.5,False,Apparel
2020-09-03,474.6,1228.5,172.11,435.2,False,Apparel
2020-09-04,465.3,1231.45,168.01,450.5,False,Apparel
2020-09-05,456.0,1234.4,163.91,465.8,False,Apparel
2020-09-06,438.15,1241.9,165.515,443.075,False,Apparel
2020-09-07,420.3,1249.4,167.12,420.35,False,Apparel
2020-09-08,402.45000000000005,1256.9,168.72500000000002,397.625,False,Apparel
2020-09-09,384.6,1264.4,170.33,374.9,False,Apparel
2020-09-10,401.0,1263.8,170.4,397.3,False,Apparel
2020-09-11,468.1,1242.7,165.94,474.8,False,Apparel
2020-09-12,470.4,1238.4,171.24,450.0,False,Apparel
2020-09-13,365.1,1264.3,165.2,339.0,False,Apparel
2020-09-14,374.7,1259.5,164.68,366.0,False,Apparel
2020-09-15,498.4,1244.6,167.18,497.2,False,Apparel
2020-09-16,622.1,1229.7,169.68,628.4,True,Apparel
2020-09-17,456.2,1232.3,173.39,410.7,False,Apparel
2020-09-18,441.7,1229.2,173.8,400.6,False,Apparel
2020-09-19,489.9,1215.1,173.24,466.2,False,Apparel
2020-09-20,400.0,1239.1,169.02,373.6,False,Apparel
2020-09-21,408.5,1232.15,171.835,388.1,False,Apparel
2020-09-22,417.0,1225.2,174.65,402.6,False,Apparel
2020-09-23,449.6,1217.5,173.18,425.1,False,Apparel
2020-09-24,455.85,1210.35,172.245,452.70000000000005,False,Apparel
2020-09-25,462.1,1203.2,171.31,480.3,False,Apparel
2020-09-26,424.55,1217.0,171.07999999999998,438.75,False,Apparel
2020-09-27,387.0,1230.8,170.85,397.2,False,Apparel
2020-09-28,423.1,1226.5,163.65,412.5,False,Apparel
2020-09-29,582.8,1236.6,169.26,539.5,True,Apparel
2020-09-30,498.15,1242.35,167.265,458.5,False,Apparel
2020-10-01,413.5,1248.1,165.27,377.5,False,Apparel
2020-10-02,415.9,1246.5,166.74,387.6,False,Apparel
2020-10-03,418.3,1244.8999999999999,168.21,397.7,False,Apparel
2020-10-04,420.7,1243.3,169.68,407.8,False,Apparel
2020-10-05,431.06666666666666,1239.1333333333332,167.95333333333335,419.26666666666665,False,Apparel
2020-10-06,441.43333333333334,1234.9666666666667,166.22666666666666,430.73333333333335,False,Apparel
2020-10-07,451.8,1230.8,164.5,442.2,False,Apparel
2020-10-08,465.2,1226.2,165.38,479.6,False,Apparel
2020-10-09,443.79999999999995,1231.3000000000002,168.89999999999998,439.45000000000005,False,Apparel
2020-10-10,422.4,1236.4,172.42,399.3,False,Apparel
2020-10-11,466.3,1221.2,167.46,468.0,False,Apparel
2020-10-12,446.7,1221.9,165.7,457.9,False,Apparel
2020-10-13,442.54999999999995,1226.65,167.82999999999998,453.04999999999995,False,Apparel
2020-10-14,438.4,1231.4,169.96,448.2,False,Apparel
2020-10-15,451.6,1228.3,166.82,440.4,False,Apparel
2020-10-16,447.6,1233.3,166.8,404.6,False,Apparel
2020-10-17,422.53333333333336,1244.1,169.08666666666667,396.90000000000003,False,Apparel
2020-10-18,397.46666666666664,1254.9,171.37333333333333,389.2,False,Apparel
2020-10-19,372.4,1265.7,173.66,381.5,False,Apparel
2020-10-20,786.3666666666667,1256.2,172.52,397.6333333333333,False,Apparel
2020-10-21,1200.3333333333335,1246.7,171.38,413.76666666666665,False,Apparel
2020-10-22,1614.3,1237.2,170.24,429.9,False,Apparel
2020-10-23,1224.0666666666666,1237.5,170.17333333333335,433.8333333333333,False,Apparel
2020-10-24,833.8333333333334,1237.8,170.10666666666665,437.76666666666665,False,Apparel
2020-10-25,443.6,1238.1,170.04,441.7,False,Apparel
2020-10-26,434.95000000000005,1235.15,170.73,421.65,False,Apparel
2020-10-27,426.3,1232.2,171.42,401.6,False,Apparel
2020-10-28,448.3,1228.5,173.31,447.0,False,Apparel
2020-10-29,455.90000000000003,1228.4666666666667,171.67333333333335,460.93333333333334,False,Apparel
2020-10-30,463.5,1228.4333333333334,170.03666666666666,474.8666666666667,False,Apparel
2020-10-31,471.1,1228.4,168.4,488.8,False,Apparel
2020-11-01,480.74,1175.04,167.44400000000002,404.92,False,Apparel
2020-11-02,490.38,1121.68,166.488,321.04,False,Apparel
2020-11-03,500.02,1068.3200000000002,165.532,237.16000000000003,False,Apparel
2020-11-04,509.65999999999997,1014.96,164.576,153.28000000000003,False,Apparel
2020-11-05,519.3,961.6,163.62,69.4,False,Apparel
2020-11-06,484.4,973.6,171.18,452.0,False,Apparel
2020-11-07,457.3,984.9,169.15,425.9,False,Apparel
2020-11-08,410.1,1262.4,164.95,411.3,False,Apparel
2020-11-09,389.6,1268.9,167.28,398.7,False,Apparel
2020-11-10,443.8,1253.9,165.03,450.5,False,Apparel
2020-11-11,460.5,1249.5666666666668,166.74,467.73333333333335,False,Apparel
2020-11-12,477.2,1245.2333333333333,168.45,484.96666666666664,False,Apparel
2020-11-13,493.9,1240.9,170.16,502.2,False,Apparel
2020-11-14,955.5333333333333,1251.6000000000001,170.48333333333332,471.0333333333333,False,Apparel
2020-11-15,1417.1666666666667,1262.3,170.80666666666667,439.8666666666667,False,Apparel
2020-11-16,1878.8,1273.0,171.13,408.7,False,Apparel
2020-11-17,1177.85,1264.6,171.70999999999998,442.35,False,Apparel
2020-11-18,476.9,1256.2,172.29,476.0,False,Apparel
2020-11-19,486.6,1252.95,169.67000000000002,469.25,False,Apparel
2020-11-20,496.3,1249.7,167.05,462.5,False,Apparel
2020-11-21,476.4666666666667,1254.9333333333334,168.12333333333333,458.0,False,Apparel
2020-11-22,456.6333333333333,1260.1666666666667,169.1966666666667,453.5,False,Apparel
2020-11-23,436.8,1265.4,170.27,449.0,False,Apparel
2020-11-24,461.3,1255.8,172.2,443.2,False,Apparel
2020-11-25,486.4,1253.55,167.43,483.35,False,Apparel
2020-11-26,511.5,1251.3,162.66,523.5,False,Apparel
2020-11-27,759.8,1236.1,173.53,692.9,True,Apparel
2020-11-28,483.2,1240.3,174.94,435.4,False,Apparel
2020-11-29,433.7,1253.5,172.39,426.4,False,Apparel
2020-11-30,500.9,1232.7,172.01,460.2,False,Apparel
2020-12-01,583.4,1257.2,166.2,587.8,True,Apparel
2020-12-02,441.6,1251.2,171.29,420.7,False,Apparel
2020-12-03,503.8,1227.9,166.98,520.1,False,Apparel
2020-12-04,489.5,764.7,169.02,513.4,False,Apparel
2020-12-05,508.9,760.2,172.73,466.2,False,Apparel
2020-12-06,455.85,1034.9,169.79,440.65,False,Apparel
2020-12-07,402.8,1309.6,166.85,415.1,False,Apparel
2020-12-08,514.15,1280.9499999999998,170.515,529.55,False,Apparel
2020-12-09,625.5,1252.3,174.18,644.0,True,Apparel
2020-12-10,482.3,1241.1,171.99,460.7,False,Apparel
2020-12-11,521.7,1232.7,172.1,495.5,False,Apparel
2020-12-12,493.40000000000003,1242.0,170.12666666666667,482.3666666666667,False,Apparel
2020-12-13,465.1,1251.3,168.15333333333334,469.23333333333335,False,Apparel
2020-12-14,436.8,1260.6,166.18,456.1,False,Apparel
2020-12-15,456.25,1255.5,167.405,469.0,False,Apparel
2020-12-16,475.7,1250.4,168.63,481.9,False,Apparel
2020-12-17,472.0,1252.0,170.425,467.4,False,Apparel
2020-12-18,468.3,1253.6,172.22,452.9,False,Apparel
2020-12-19,475.6,1250.6,171.77,494.0,False,Apparel
2020-12-20,463.9,1261.4,172.62,442.7,False,Apparel
2020-12-21,443.45,1272.2,170.065,423.7,False,Apparel
2020-12-22,423.0,1283.0,167.51,404.7,False,Apparel
2020-12-23,456.35,1273.6,168.26999999999998,451.79999999999995,False,Apparel
2020-12-24,489.7,1264.2,169.03,498.9,False,Apparel
2020-12-25,515.1,1256.8,167.97,4889.0,False,Apparel
2020-12-26,443.6,1274.8,169.59,425.9,False,Apparel
2020-12-27,418.5,1280.1,170.72,377.4,False,Apparel
2020-12-28,471.8,1252.2,168.57,479.4,False,Apparel
2020-12-29,469.55,1254.5,169.265,477.15,False,Apparel
2020-12-30,467.3,1256.8000000000002,169.95999999999998,474.9,False,Apparel
2020-12-31,465.05,1259.1000000000001,170.655,472.65,False,Apparel
2021-01-01,462.8,1261.4,171.35,470.4,False,Apparel
2021-01-02,442.15,1275.65,165.92000000000002,437.4,False,Apparel
2021-01-03,444.825,1276.75,166.5275,441.025,False,Apparel
2021-01-04,447.5,1277.85,167.135,444.65,False,Apparel
2021-01-05,434.45,1280.025,168.39749999999998,436.625,False,Apparel
2021-01-06,421.4,1282.2,169.66,428.6,False,Apparel
2021-01-07,423.59999999999997,1282.3333333333335,170.08166666666665,426.20000000000005,False,Apparel
2021-01-08,425.8,1282.4666666666667,170.50333333333333,423.8,False,Apparel
2021-01-09,428.0,1282.6,170.925,421.4,False,Apparel
2021-01-10,430.2,1282.7333333333333,171.34666666666666,419.0,False,Apparel
2021-01-11,432.40000000000003,1282.8666666666668,171.76833333333332,416.6,False,Apparel
2021-01-12,434.6,1283.0,172.19,414.2,False,Apparel
2021-01-13,451.4,1284.6,166.55,469.7,False,Apparel
2021-01-14,477.3,1274.3,168.52,490.8,False,Apparel
2021-01-15,429.6,1292.3,178.17,411.9,False,Apparel
2021-01-16,480.2,1281.5,181.23,504.1,False,Apparel
2021-01-17,433.0,1295.7,174.62,406.0,False,Apparel
2021-01-18,434.6,1200.2333333333333,171.89000000000001,416.93333333333334,False,Apparel
2021-01-19,436.2,1104.7666666666667,169.16,427.8666666666667,False,Apparel
2021-01-20,437.8,1009.3,166.43,438.8,False,Apparel
2021-01-21,509.3,994.4,169.59,529.7,False,Apparel
2021-01-22,491.1,999.5,167.33,98.2,False,Apparel
2021-01-23,467.83333333333337,1099.1333333333334,169.52,201.46666666666667,False,Apparel
2021-01-24,444.56666666666666,1198.7666666666667,171.71,304.73333333333335,False,Apparel
2021-01-25,421.3,1298.4,173.9,408.0,False,Apparel
2021-01-26,438.43333333333334,1293.3,174.24333333333334,429.8666666666667,False,Apparel
2021-01-27,455.56666666666666,1288.2,174.58666666666667,451.73333333333335,False,Apparel
2021-01-28,472.7,1283.1,174.93,473.6,False,Apparel
2021-01-29,602.5,1276.1,164.41,603.0,True,Apparel
2021-01-30,436.7,1292.6,171.68,450.5,False,Apparel
2021-01-31,428.8,1289.4333333333332,171.29666666666668,440.3666666666667,False,Apparel
2021-02-01,420.9,1286.2666666666667,170.91333333333333,430.23333333333335,False,Apparel
2021-02-02,413.0,1283.1,170.53,420.1,False,Apparel
2021-02-03,443.74,1283.4199999999998,170.798,452.82000000000005,False,Apparel
2021-02-04,474.48,1283.74,171.066,485.54,False,Apparel
2021-02-05,505.22,1284.06,171.334,518.26,False,Apparel
2021-02-06,535.96,1284.38,171.602,550.98,False,Apparel
2021-02-07,566.7,1284.7,171.87,583.7,True,Apparel
2021-02-08,374.7,1292.8,169.24,391.5,False,Apparel
2021-02-09,403.26666666666665,1301.2666666666667,168.73333333333335,421.5,False,Apparel
2021-02-10,431.8333333333333,1309.7333333333333,168.22666666666666,451.5,False,Apparel
2021-02-11,460.4,1318.2,167.72,481.5,False,Apparel
2021-02-12,498.7,1243.1,169.52,469.4,False,Apparel
2021-02-13,491.2,1243.5,172.58,449.3,False,Apparel
2021-02-14,459.1,1245.8,165.11,432.1,False,Apparel
2021-02-15,452.70000000000005,1251.1999999999998,167.97000000000003,417.3,False,Apparel
2021-02-16,446.3,1256.6,170.83,402.5,False,Apparel
2021-02-17,482.5,1249.2,171.3,444.1,False,Apparel
