date,product_category,units_sold,inventory_level,unit_price,promotion_flag,warehouse_dispatch_rate
21-03-2020,Apparel,436.6,1248.3,173.4,False,403.1
24-03-2020,Apparel,362.8,1271.8,167.2,False,375.8
25-03-2020,Apparel,382.2,1267.5,172.04,False,380.8
27-03-2020,Apparel,412.6,1265.5,165.7,False,374.2
29-03-2020,Apparel,386.0,1292.3,168.69,False,404.7
30-03-2020,Apparel,384.8,1295.5,164.92,False,367.5
01-04-2020,Apparel,377.2,826.4,175.48,False,350.1
05-04-2020,Apparel,399.3,1283.5,168.02,False,401.0
05-04-2020,Apparel,375.4,1308.2,170.8,False,389.7
09-04-2020,Apparel,447.8,1239.3,166.93,False,454.0
09-04-2020,Apparel,412.4,1285.6,172.78,False,401.4
11-04-2020,Apparel,427.2,1286.4,172.65,False,387.4
12-04-2020,Apparel,386.0,1288.7,170.01,False,402.3
15-04-2020,Apparel,443.9,1263.5,170.56,False,441.7
16-04-2020,Apparel,412.8,1266.1,172.31,False,394.6
17-04-2020,Apparel,439.1,1260.9,165.06,False,453.8
21-04-2020,Apparel,326.0,1307.1,168.79,False,332.6
25-04-2020,Apparel,393.4,1291.0,173.33,False,382.0
26-04-2020,Apparel,406.4,1294.7,170.74,False,391.0
27-04-2020,Apparel,350.1,1314.7,173.6,False,343.8
28-04-2020,Apparel,358.1,1312.3,163.24,False,327.6
30-04-2020,Apparel,411.6,1297.5,169.68,False,424.2
05-05-2020,Apparel,362.3,1314.0,173.34,False,375.8
06-05-2020,Apparel,395.9,1304.3,170.78,False,375.5
07-05-2020,Apparel,665.8,1301.3,169.57,True,624.1
08-05-2020,Apparel,380.0,1309.5,170.51,False,360.5
09-05-2020,Apparel,421.9,1291.7,170.86,False,410.0
10-05-2020,Apparel,427.9,1296.4,172.15,False,398.1
11-05-2020,Apparel,364.2,1312.9,171.67,False,328.6
13-05-2020,Apparel,569.7,1315.1,164.62,True,525.6
15-05-2020,Apparel,408.4,1300.5,162.93,False,408.7
16-05-2020,Apparel,365.5,1304.8,171.61,False,330.0
17-05-2020,Apparel,334.3,1321.9,165.52,False,305.9
19-05-2020,Apparel,369.9,1306.1,172.22,False,351.6
22-05-2020,Apparel,415.3,1303.4,172.22,False,417.8
23-05-2020,Apparel,358.0,1326.2,160.37,False,355.8
26-05-2020,Apparel,371.2,1314.8,167.21,False,350.0
27-05-2020,Apparel,572.3,1319.1,167.15,True,584.5
28-05-2020,Apparel,414.1,1304.8,168.47,False,405.5
29-05-2020,Apparel,379.3,1312.6,168.28,False,341.9
01-06-2020,Apparel,320.3,1341.2,173.01,False,308.5
03-06-2020,Apparel,394.9,1309.7,167.83,False,392.4
04-06-2020,Apparel,393.7,1310.6,173.55,False,381.0
06-06-2020,Apparel,388.9,1317.4,167.84,False,386.5
07-06-2020,Apparel,376.8,1318.2,168.54,False,394.5
08-06-2020,Apparel,358.0,1321.1,170.15,False,330.3
08-06-2020,Apparel,424.1,1247.9,167.16,False,423.1
11-06-2020,Apparel,611.9,1300.6,172.36,True,616.6
13-06-2020,Apparel,428.2,1283.6,171.06,False,397.6
14-06-2020,Apparel,392.7,1287.9,165.33,False,362.0
15-06-2020,Apparel,353.3,1299.8,171.33,False,330.7
16-06-2020,Apparel,370.1,1288.6,170.16,False,361.9
17-06-2020,Apparel,438.2,1271.3,172.32,False,425.5
18-06-2020,Apparel,414.6,1280.8,170.24,False,431.2
20-06-2020,Apparel,359.7,1309.7,168.91,False,360.3
21-06-2020,Apparel,356.2,1313.6,176.26,False,349.4
22-06-2020,Apparel,352.3,1315.7,170.66,False,324.9
24-06-2020,Apparel,388.9,1316.0,172.83,False,389.1
28-06-2020,Apparel,321.4,1336.7,168.19,False,327.2
29-06-2020,Apparel,352.9,1328.2,172.55,False,330.5
04-07-2020,Apparel,398.1,1309.4,169.76,False,405.6
05-07-2020,Apparel,391.9,1313.8,170.24,False,405.5
07-07-2020,Apparel,360.4,1315.2,171.23,False,367.8
08-07-2020,Apparel,561.0,1311.1,161.74,True,530.5
09-07-2020,Apparel,383.8,1312.8,167.43,False,347.3
10-07-2020,Apparel,408.0,1309.6,169.62,False,379.5
13-07-2020,Apparel,489.0,1319.3,170.9,True,492.7
14-07-2020,Apparel,372.4,1310.0,170.84,False,336.9
17-07-2020,Apparel,425.2,1293.7,177.03,False,413.8
20-07-2020,Apparel,351.4,1306.0,167.66,False,353.8
21-07-2020,Apparel,364.4,1304.2,166.35,False,344.0
25-07-2020,Apparel,399.9,1290.4,172.93,False,418.7
26-07-2020,Apparel,360.8,1294.2,173.65,False,357.4
27-07-2020,Apparel,344.8,1297.0,166.84,False,313.3
29-07-2020,Apparel,378.9,1287.2,165.66,False,369.6
31-07-2020,Apparel,439.0,1270.5,172.9,False,395.7
02-08-2020,Apparel,401.2,1273.3,169.04,False,414.4
04-08-2020,Apparel,387.7,1294.9,164.56,False,405.7
07-08-2020,Apparel,468.7,1237.4,174.27,False,439.1
08-08-2020,Apparel,423.5,1245.0,170.09,False,434.8
09-08-2020,Apparel,1007.6,1244.3,168.32,False,387.4
10-08-2020,Apparel,371.9,1257.5,167.77,False,389.9
11-08-2020,Apparel,419.2,1241.9,166.97,False,426.6
12-08-2020,Apparel,467.1,773.8,166.06,False,444.3
12-08-2020,Apparel,414.1,1238.9,168.83,False,376.4
13-08-2020,Apparel,441.6,1235.1,168.14,False,411.7
14-08-2020,Apparel,424.4,1243.8,168.65,False,444.8
15-08-2020,Apparel,400.4,1248.5,168.8,False,406.5
16-08-2020,Apparel,524.2,1237.6,166.67,True,511.6
22-08-2020,Apparel,403.6,1248.2,172.75,False,369.7
23-08-2020,Apparel,465.9,1255.4,166.22,True,477.0
25-08-2020,Apparel,394.5,1255.6,174.3,False,393.9
26-08-2020,Apparel,471.4,1222.3,169.07,False,456.3
27-08-2020,Apparel,469.1,1214.4,171.36,False,429.9
30-08-2020,Apparel,431.3,1231.2,168.39,False,403.3
02-09-2020,Apparel,425.1,1241.8,169.28,False,438.5
03-09-2020,Apparel,474.6,1228.5,172.11,False,435.2
05-09-2020,Apparel,456.0,1234.4,163.91,False,465.8
09-09-2020,Apparel,384.6,1264.4,170.33,False,374.9
10-09-2020,Apparel,401.0,1263.8,170.4,False,397.3
11-09-2020,Apparel,468.1,1242.7,165.94,False,474.8
12-09-2020,Apparel,470.4,1238.4,171.24,False,450.0
13-09-2020,Apparel,365.1,1264.3,165.2,False,339.0
14-09-2020,Apparel,374.7,1259.5,164.68,False,366.0
16-09-2020,Apparel,622.1,1229.7,169.68,True,628.4
17-09-2020,Apparel,456.2,1232.3,173.39,False,410.7
18-09-2020,Apparel,441.7,1229.2,173.8,False,400.6
19-09-2020,Apparel,489.9,1215.1,173.24,False,466.2
20-09-2020,Apparel,400.0,1239.1,169.02,False,373.6
22-09-2020,Apparel,417.0,1225.2,174.65,False,402.6
23-09-2020,Apparel,449.6,1217.5,173.18,False,425.1
25-09-2020,Apparel,462.1,1203.2,171.31,False,480.3
27-09-2020,Apparel,387.0,1230.8,170.85,False,397.2
28-09-2020,Apparel,423.1,1226.5,163.65,False,412.5
29-09-2020,Apparel,582.8,1236.6,169.26,True,539.5
01-10-2020,Apparel,413.5,1248.1,165.27,False,377.5
04-10-2020,Apparel,420.7,1243.3,169.68,False,407.8
07-10-2020,Apparel,451.8,1230.8,164.5,False,442.2
08-10-2020,Apparel,465.2,1226.2,165.38,False,479.6
10-10-2020,Apparel,422.4,1236.4,172.42,False,399.3
11-10-2020,Apparel,466.3,1221.2,167.46,False,468.0
12-10-2020,Apparel,446.7,1221.9,165.7,False,457.9
14-10-2020,Apparel,438.4,1231.4,169.96,False,448.2
15-10-2020,Apparel,451.6,1228.3,166.82,False,440.4
16-10-2020,Apparel,447.6,1233.3,166.8,False,404.6
19-10-2020,Apparel,372.4,1265.7,173.66,False,381.5
22-10-2020,Apparel,1614.3,1237.2,170.24,False,429.9
25-10-2020,Apparel,443.6,1238.1,170.04,False,441.7
27-10-2020,Apparel,426.3,1232.2,171.42,False,401.6
28-10-2020,Apparel,448.3,1228.5,173.31,False,447.0
31-10-2020,Apparel,471.1,1228.4,168.4,False,488.8
05-11-2020,Apparel,519.3,961.6,163.62,False,69.4
06-11-2020,Apparel,484.4,973.6,171.18,False,452.0
07-11-2020,Apparel,457.3,984.9,169.15,False,425.9
08-11-2020,Apparel,410.1,1262.4,164.95,False,411.3
09-11-2020,Apparel,389.6,1268.9,167.28,False,398.7
10-11-2020,Apparel,443.8,1253.9,165.03,False,450.5
13-11-2020,Apparel,493.9,1240.9,170.16,False,502.2
16-11-2020,Apparel,1878.8,1273.0,171.13,False,408.7
18-11-2020,Apparel,476.9,1256.2,172.29,False,476.0
20-11-2020,Apparel,496.3,1249.7,167.05,False,462.5
23-11-2020,Apparel,436.8,1265.4,170.27,False,449.0
24-11-2020,Apparel,461.3,1255.8,172.2,False,443.2
26-11-2020,Apparel,511.5,1251.3,162.66,False,523.5
27-11-2020,Apparel,759.8,1236.1,173.53,True,692.9
28-11-2020,Apparel,483.2,1240.3,174.94,False,435.4
29-11-2020,Apparel,433.7,1253.5,172.39,False,426.4
30-11-2020,Apparel,500.9,1232.7,172.01,False,460.2
01-12-2020,Apparel,583.4,1257.2,166.2,True,587.8
02-12-2020,Apparel,441.6,1251.2,171.29,False,420.7
03-12-2020,Apparel,503.8,1227.9,166.98,False,520.1
04-12-2020,Apparel,489.5,764.7,169.02,False,513.4
05-12-2020,Apparel,508.9,760.2,172.73,False,466.2
07-12-2020,Apparel,402.8,1309.6,166.85,False,415.1
09-12-2020,Apparel,625.5,1252.3,174.18,True,644.0
10-12-2020,Apparel,482.3,1241.1,171.99,False,460.7
11-12-2020,Apparel,521.7,1232.7,172.1,False,495.5
14-12-2020,Apparel,436.8,1260.6,166.18,False,456.1
16-12-2020,Apparel,475.7,1250.4,168.63,False,481.9
18-12-2020,Apparel,468.3,1253.6,172.22,False,452.9
19-12-2020,Apparel,475.6,1250.6,171.77,False,494.0
20-12-2020,Apparel,463.9,1261.4,172.62,False,442.7
22-12-2020,Apparel,423.0,1283.0,167.51,False,404.7
24-12-2020,Apparel,489.7,1264.2,169.03,False,498.9
25-12-2020,Apparel,515.1,1256.8,167.97,False,4889.0
26-12-2020,Apparel,443.6,1274.8,169.59,False,425.9
27-12-2020,Apparel,418.5,1280.1,170.72,False,377.4
28-12-2020,Apparel,471.8,1252.2,168.57,False,479.4
01-01-2021,Apparel,462.8,1261.4,171.35,False,470.4
02-01-2021,Apparel,490.2,1250.8,168.11,False,510.3
02-01-2021,Apparel,394.1,1300.5,163.73,False,364.5
04-01-2021,Apparel,446.2,1280.5,167.39,False,423.5
04-01-2021,Apparel,448.8,1275.2,166.88,False,465.8
06-01-2021,Apparel,421.4,1282.2,169.66,False,428.6
12-01-2021,Apparel,434.6,1283.0,172.19,False,414.2
13-01-2021,Apparel,451.4,1284.6,166.55,False,469.7
14-01-2021,Apparel,477.3,1274.3,168.52,False,490.8
15-01-2021,Apparel,429.6,1292.3,178.17,False,411.9
16-01-2021,Apparel,480.2,1281.5,181.23,False,504.1
17-01-2021,Apparel,433.0,1295.7,174.62,False,406.0
20-01-2021,Apparel,437.8,1009.3,166.43,False,438.8
21-01-2021,Apparel,509.3,994.4,169.59,False,529.7
22-01-2021,Apparel,491.1,999.5,167.33,False,98.2
25-01-2021,Apparel,421.3,1298.4,173.9,False,408.0
28-01-2021,Apparel,472.7,1283.1,174.93,False,473.6
29-01-2021,Apparel,602.5,1276.1,164.41,True,603.0
30-01-2021,Apparel,436.7,1292.6,171.68,False,450.5
02-02-2021,Apparel,413.0,1283.1,170.53,False,420.1
07-02-2021,Apparel,566.7,1284.7,171.87,True,583.7
08-02-2021,Apparel,374.7,1292.8,169.24,False,391.5
11-02-2021,Apparel,460.4,1318.2,167.72,False,481.5
12-02-2021,Apparel,498.7,1243.1,169.52,False,469.4
13-02-2021,Apparel,491.2,1243.5,172.58,False,449.3
14-02-2021,Apparel,459.1,1245.8,165.11,False,432.1
16-02-2021,Apparel,446.3,1256.6,170.83,False,402.5
17-02-2021,Apparel,482.5,1249.2,171.3,False,444.1
18-02-2021,Apparel,469.6,1260.5,172.14,False,427.4
19-02-2021,Apparel,490.2,1253.3,172.99,False,510.4
21-02-2021,Apparel,452.7,1262.0,169.42,False,422.3
22-02-2021,Apparel,461.2,1264.2,170.75,False,452.1
24-02-2021,Apparel,427.2,1277.3,167.79,False,396.0
25-02-2021,Apparel,435.5,1279.4,170.74,False,403.5
01-03-2021,Apparel,395.9,1291.5,165.09,False,411.8
01-03-2021,Apparel,455.2,1270.3,167.01,False,475.4
02-03-2021,Apparel,420.8,1282.3,166.6,False,419.1
04-03-2021,Apparel,450.0,1267.0,172.22,False,442.4
05-03-2021,Apparel,361.2,1320.6,168.47,False,347.4
06-03-2021,Apparel,463.5,1269.4,164.34,False,461.1
07-03-2021,Apparel,413.0,1286.5,169.26,False,382.8
08-03-2021,Apparel,391.0,1288.2,173.31,False,383.8
09-03-2021,Apparel,432.5,1277.5,165.99,False,449.4
10-03-2021,Apparel,438.5,1278.2,169.24,False,409.3
11-03-2021,Apparel,496.3,1265.0,165.09,False,513.5
14-03-2021,Apparel,653.8,1268.5,174.51,True,654.4
15-03-2021,Apparel,419.1,1278.4,171.77,False,388.3
18-03-2021,Apparel,453.6,1276.5,169.17,False,416.2
19-03-2021,Apparel,432.6,1286.2,171.83,False,403.3
21-03-2021,Apparel,436.9,1281.9,173.69,False,422.8
22-03-2021,Apparel,401.8,1300.1,173.69,False,372.7
23-03-2021,Apparel,389.6,1300.9,175.51,False,369.7
24-03-2021,Apparel,424.1,1284.5,168.67,False,412.9
27-03-2021,Apparel,462.3,1276.2,166.23,False,467.7
28-03-2021,Apparel,399.5,1293.7,175.76,False,378.6
29-03-2021,Apparel,393.0,1294.9,167.77,False,377.8
30-03-2021,Apparel,396.4,1293.8,174.55,False,373.2
02-04-2021,Apparel,481.7,1264.1,168.77,False,437.9
05-04-2021,Apparel,394.8,1299.7,167.97,False,392.9
06-04-2021,Apparel,434.1,1285.2,167.89,False,436.1
06-04-2021,Apparel,473.7,1285.9,175.15,False,449.7
09-04-2021,Apparel,500.2,1268.7,166.91,False,475.9
10-04-2021,Apparel,638.9,1299.1,171.02,True,669.8
11-04-2021,Apparel,510.5,1303.9,176.17,False,534.3
11-04-2021,Apparel,428.7,1295.9,169.6,False,386.6
12-04-2021,Apparel,421.9,1306.4,167.14,False,392.7
13-04-2021,Apparel,382.5,1324.8,167.26,False,374.0
15-04-2021,Apparel,638.7,1307.5,169.53,True,636.1
18-04-2021,Apparel,416.8,1307.9,165.0,False,424.8
20-04-2021,Apparel,382.2,1314.8,176.84,False,393.4
21-04-2021,Apparel,441.3,1294.2,166.25,False,400.9
22-04-2021,Apparel,523.3,1312.7,164.32,True,547.7
23-04-2021,Apparel,427.9,1311.9,170.37,False,402.2
24-04-2021,Apparel,449.2,1293.7,171.95,False,454.5
25-04-2021,Apparel,423.1,1297.0,168.7,False,385.7
26-04-2021,Apparel,387.9,1296.8,166.88,False,357.0
27-04-2021,Apparel,413.7,1286.1,172.08,False,375.2
29-04-2021,Apparel,433.0,1284.1,172.64,False,419.6
30-04-2021,Apparel,431.7,1285.8,164.36,False,433.1
04-05-2021,Apparel,555.8,1310.3,170.95,True,538.1
06-05-2021,Apparel,674.0,1297.2,170.62,True,698.8
07-05-2021,Apparel,459.6,1300.8,171.91,False,450.9
09-05-2021,Apparel,397.9,1324.5,167.14,False,372.3
09-05-2021,Apparel,412.2,1305.9,172.77,False,376.3
10-05-2021,Apparel,379.9,1327.6,169.8,False,386.9
11-05-2021,Apparel,380.8,1321.7,172.74,False,347.0
12-05-2021,Apparel,383.8,1320.2,164.56,False,351.2
14-05-2021,Apparel,433.8,1302.0,171.48,False,393.0
15-05-2021,Apparel,416.3,1306.3,161.67,False,428.2
16-05-2021,Apparel,430.7,1308.5,168.08,False,425.4
18-05-2021,Apparel,390.7,1327.8,167.48,False,351.7
19-05-2021,Apparel,417.3,1320.4,171.35,False,381.2
20-05-2021,Apparel,438.3,1317.9,171.0,False,398.6
22-05-2021,Apparel,430.9,1308.3,172.34,False,402.8
23-05-2021,Apparel,382.4,1320.1,174.49,False,368.4
25-05-2021,Apparel,364.3,1330.8,172.54,False,362.5
26-05-2021,Apparel,443.7,1301.5,168.05,False,458.8
27-05-2021,Apparel,445.9,1295.2,167.12,False,406.9
28-05-2021,Apparel,453.0,1290.4,169.27,False,440.7
29-05-2021,Apparel,397.2,1310.2,170.85,False,378.8
30-05-2021,Apparel,358.8,1317.2,166.35,False,359.7
02-06-2021,Apparel,473.2,1275.3,170.95,False,429.1
02-06-2021,Apparel,435.1,1297.4,167.98,False,407.7
05-06-2021,Apparel,450.3,1291.0,168.09,False,461.2
06-06-2021,Apparel,413.5,1300.1,166.44,False,399.1
10-06-2021,Apparel,435.7,1286.6,169.6,False,448.9
11-06-2021,Apparel,455.3,1281.2,174.79,False,429.0
12-06-2021,Apparel,373.7,1315.8,165.03,False,383.8
13-06-2021,Apparel,379.9,1309.0,168.54,False,375.4
14-06-2021,Apparel,339.3,1310.9,168.47,False,326.1
16-06-2021,Apparel,386.1,1291.6,167.49,False,360.3
17-06-2021,Apparel,388.6,1283.3,174.49,False,372.0
18-06-2021,Apparel,454.0,1260.8,170.83,False,437.7
19-06-2021,Apparel,423.5,1271.3,171.23,False,390.8
20-06-2021,Apparel,416.4,1272.6,171.99,False,418.6
22-06-2021,Apparel,396.4,1282.2,165.04,False,373.8
23-06-2021,Apparel,422.0,1268.8,168.98,False,384.8
27-06-2021,Apparel,364.2,1301.6,165.85,False,356.8
28-06-2021,Apparel,337.5,1310.3,169.99,False,307.5
29-06-2021,Apparel,386.6,1292.0,169.46,False,373.4
30-06-2021,Apparel,397.4,1293.8,168.94,False,3610.0
02-07-2021,Apparel,438.7,1284.2,168.2,False,419.9
03-07-2021,Apparel,460.1,1278.9,166.29,False,419.6
04-07-2021,Apparel,420.5,1298.1,167.37,False,420.2
07-07-2021,Apparel,445.8,1292.6,171.83,False,423.1
08-07-2021,Apparel,450.0,1289.2,167.26,False,445.2
10-07-2021,Apparel,440.5,1297.3,173.74,False,4202.0
11-07-2021,Apparel,427.2,1299.8,167.38,False,443.2
13-07-2021,Apparel,414.3,1300.1,174.03,False,388.9
14-07-2021,Apparel,417.7,1292.8,168.28,False,433.1
15-07-2021,Apparel,459.2,1280.6,171.6,False,431.7
18-07-2021,Apparel,355.1,1306.4,174.31,False,339.0
20-07-2021,Apparel,417.0,1291.7,164.98,False,3981.0
24-07-2021,Apparel,423.7,1287.5,171.54,False,384.0
25-07-2021,Apparel,421.9,1286.9,173.15,False,414.5
26-07-2021,Apparel,410.5,1287.4,175.44,False,401.2
27-07-2021,Apparel,409.5,1288.3,175.92,False,390.8
28-07-2021,Apparel,444.3,1288.4,172.9,False,447.5
30-07-2021,Apparel,527.2,1289.4,172.18,True,544.1
02-08-2021,Apparel,380.4,1288.9,167.83,False,381.1
03-08-2021,Apparel,362.3,1297.5,167.42,False,357.0
04-08-2021,Apparel,452.5,1264.5,168.93,False,432.6
05-08-2021,Apparel,410.3,1313.2,173.97,False,412.4
07-08-2021,Apparel,395.4,1287.9,168.91,False,371.0
08-08-2021,Apparel,435.5,1280.0,167.62,False,450.4
13-08-2021,Apparel,495.3,1257.5,169.06,False,476.6
14-08-2021,Apparel,445.2,1271.2,171.43,False,411.4
16-08-2021,Apparel,459.7,1257.1,167.61,False,479.6
17-08-2021,Apparel,399.1,1277.7,168.69,False,411.5
18-08-2021,Apparel,422.7,1278.6,168.68,False,422.5
19-08-2021,Apparel,446.4,1278.5,167.68,False,428.6
23-08-2021,Apparel,436.1,1276.5,175.75,False,396.7
26-08-2021,Apparel,434.7,1285.6,168.3,False,445.7
27-08-2021,Apparel,453.0,1273.5,173.06,False,444.8
28-08-2021,Apparel,433.7,1277.7,168.19,False,398.8
29-08-2021,Apparel,434.3,1278.5,168.48,False,424.5
30-08-2021,Apparel,428.0,1284.7,168.37,False,429.1
02-09-2021,Apparel,451.9,1292.5,166.65,False,437.4
03-09-2021,Apparel,473.5,1281.1,169.32,False,460.3
06-09-2021,Apparel,356.4,1307.8,168.91,False,353.0
06-09-2021,Apparel,465.6,1296.8,175.17,False,460.8
07-09-2021,Apparel,422.9,1309.0,176.52,False,424.4
08-09-2021,Apparel,442.8,1312.2,166.83,False,430.3
09-09-2021,Apparel,468.6,1310.3,169.47,False,436.4
10-09-2021,Apparel,669.6,1305.7,170.15,True,670.4
11-09-2021,Apparel,470.5,1317.0,175.29,False,428.8
13-09-2021,Apparel,443.2,1328.3,167.27,False,451.8
14-09-2021,Apparel,416.2,1331.8,165.38,False,401.6
15-09-2021,Apparel,478.1,1313.8,177.19,False,463.0
16-09-2021,Apparel,512.2,1309.6,170.13,False,492.3
19-09-2021,Apparel,457.2,1325.5,171.14,False,437.0
21-09-2021,Apparel,421.9,1340.5,167.33,False,389.6
22-09-2021,Apparel,645.4,1338.3,171.76,True,608.6
23-09-2021,Apparel,485.6,1330.0,173.99,False,477.9
24-09-2021,Apparel,453.4,1348.0,165.34,False,446.8
30-09-2021,Apparel,529.2,1312.3,170.09,False,537.2
05-10-2021,Apparel,476.2,1327.7,165.01,False,447.1
06-10-2021,Apparel,3255.4,1324.8,174.39,True,740.1
07-10-2021,Apparel,540.8,1310.2,169.34,False,515.1
08-10-2021,Apparel,432.6,1275.3,171.21,False,446.3
08-10-2021,Apparel,538.5,1307.8,168.33,False,495.2
09-10-2021,Apparel,513.4,1309.7,166.66,False,482.9
11-10-2021,Apparel,458.3,1308.9,166.63,False,431.7
12-10-2021,Apparel,448.6,1335.5,172.27,False,413.2
13-10-2021,Apparel,464.0,1327.0,170.23,False,425.2
14-10-2021,Apparel,615.7,1323.0,171.99,True,607.8
16-10-2021,Apparel,464.7,1333.3,167.21,False,422.9
17-10-2021,Apparel,444.7,1333.9,172.13,False,430.0
21-10-2021,Apparel,525.2,1303.2,173.78,False,498.4
22-10-2021,Apparel,504.6,1304.8,173.41,False,4952.0
23-10-2021,Apparel,467.8,1317.0,169.94,False,430.1
24-10-2021,Apparel,504.5,1305.4,173.93,False,472.9
26-10-2021,Apparel,451.9,1339.1,166.39,False,420.9
28-10-2021,Apparel,500.7,1319.6,167.25,False,460.7
01-11-2021,Apparel,477.4,1321.1,175.93,False,441.9
02-11-2021,Apparel,443.1,1264.3,172.66,False,450.6
03-11-2021,Apparel,582.8,1315.3,164.74,True,565.7
05-11-2021,Apparel,483.2,1302.6,172.32,False,449.9
08-11-2021,Apparel,465.5,1307.8,169.88,False,469.7
08-11-2021,Apparel,710.9,1268.4,170.5,True,731.2
09-11-2021,Apparel,450.4,1314.8,166.69,False,462.4
10-11-2021,Apparel,453.9,1333.8,165.58,False,474.2
13-11-2021,Apparel,477.9,1291.7,168.36,False,480.9
16-11-2021,Apparel,489.7,1281.7,169.95,False,477.5
17-11-2021,Apparel,582.3,1291.8,177.03,True,575.0
18-11-2021,Apparel,512.5,1275.7,163.83,False,510.4
19-11-2021,Apparel,536.0,1271.6,167.9,False,537.4
21-11-2021,Apparel,493.4,1271.0,166.01,False,502.6
22-11-2021,Apparel,457.6,1278.6,173.02,False,469.6
23-11-2021,Apparel,464.9,1275.8,168.46,False,426.4
24-11-2021,Apparel,492.2,1266.0,168.23,False,463.2
25-11-2021,Apparel,522.3,1260.4,170.59,False,538.2
26-11-2021,Apparel,505.1,1271.2,176.7,False,496.6
29-11-2021,Apparel,403.9,1309.8,167.95,False,399.7
30-11-2021,Apparel,653.5,1298.2,165.11,True,660.1
01-12-2021,Apparel,525.1,1270.7,173.98,False,533.6
02-12-2021,Apparel,499.1,1275.2,170.41,False,520.6
05-12-2021,Apparel,519.5,1276.5,164.49,False,476.0
06-12-2021,Apparel,480.1,1292.3,172.49,False,464.6
07-12-2021,Apparel,450.8,1320.0,167.73,True,424.7
09-12-2021,Apparel,464.5,1307.3,167.67,False,421.1
10-12-2021,Apparel,534.0,1290.6,172.18,False,551.9
12-12-2021,Apparel,517.1,1301.1,172.93,False,511.6
13-12-2021,Apparel,449.7,1319.3,167.35,False,413.5
16-12-2021,Apparel,510.1,1302.1,172.73,False,500.1
