Date,Product_Category,Units_Sold,Inventory_Level,Unit_Price,Promotion_Flag,Warehouse_Dispatch_Rate
13-01-2020,Electronics,165.3,537.3,47.82,FALSE,159
13-01-2020,Furniture,245.2,781.2,75.97,FALSE,246.8
13-01-2020,Automotive Parts,369.4,838.4,211.45,TRUE,356
13-01-2020,Pet Supplies,242.6,822,193.48,FALSE,247.1
13-01-2020,Sporting Goods,468.8,1439.2,131.15,FALSE,449.1
13-01-2020,Office Supplies,302.9,886,90.75,FALSE,289.9
13-01-2020,Apparel,447,784.8,162.92,FALSE,64.55
13-01-2020,Toys,208.5,793.8,235.68,FALSE,189.5
13-01-2020,Beauty,265.1,1044.3,161.84,FALSE,272.4
13-01-2020,Groceries,207.1,692.5,109.21,FALSE,210.6
14-01-2020,Automotive Parts,299.6,844.2,217.32,FALSE,308.9
14-01-2020,Pet Supplies,253.3,822.7,190.2,FALSE,245.1
14-01-2020,Apparel,361.8,801.4,166.79,FALSE,352.3
14-01-2020,Beauty,403.7,1039.1,164.86,TRUE,405
14-01-2020,Electronics,158.9,533.8,48.03,FALSE,146.2
14-01-2020,Toys,211.7,804.8,240.71,FALSE,192.8
14-01-2020,Groceries,302.8,693.7,111.13,FALSE,237.2
14-01-2020,Furniture,251.9,778.6,73.85,FALSE,248.7
14-01-2020,Office Supplies,306.7,888.8,85.58,FALSE,302.3
14-01-2020,Sporting Goods,437,1722.47,128.34,FALSE,395.5
15-01-2020,Automotive Parts,348.2,825.4,218.73,FALSE,341.4
15-01-2020,Sporting Goods,524.8,1722.47,123.35,FALSE,547
15-01-2020,Groceries,261.3,690.7,107.24,FALSE,270.5
15-01-2020,Furniture,251.5,776.7,74.69,FALSE,239.5
15-01-2020,Electronics,201.8,524.5,49.17,FALSE,204.7
15-01-2020,Office Supplies,366.6,819.8,89.18,FALSE,345.3
15-01-2020,Clothing,437.5,783.8,171.45,FALSE,452
15-01-2020,Toys,219.7,804.3,237.11,FALSE,210.7
15-01-2020,Beauty,320.2,1019.2,159.6,FALSE,305
15-01-2020,Pet Supplies,259.2,828.2,194.95,FALSE,268.2
16-01-2020,Pet Supplies,293.6,812.3,201.35,FALSE,265
16-01-2020,Groceries,323.3,684.4,108.24,FALSE,332.5
16-01-2020,Automotive Parts,320.9,831.4,220.55,FALSE,328.5
16-01-2020,Apparel,469.9,1198,169.42,FALSE,464
16-01-2020,Electronics,248.4,522.9,46.37,FALSE,201.7
16-01-2020,Furniture,256.9,773,73.7,FALSE,242.4
16-01-2020,Sporting Goods,642.8,1418,130.74,TRUE,628.15
16-01-2020,Toys,250.3,798.4,233.51,FALSE,230.9
16-01-2020,Beauty,310.2,1021.9,158.41,FALSE,387.5
16-01-2020,Office Supplies,342.5,881.8,89.82,FALSE,355.8
17-01-2020,Furniture,266.7,769.1,74.43,FALSE,264.6
17-01-2020,Apparel,486.4,1186.5,168.7,FALSE,467.9
17-01-2020,Automotive Parts,331.6,822.7,216.38,FALSE,317.9
17-01-2020,Toys,245.3,803.3,241.01,FALSE,243
17-01-2020,Sporting Goods,523.4,1429.9,130.32,FALSE,515.7
17-01-2020,Beauty,330.4,1011.4,158.06,FALSE,334.9
17-01-2020,Electronics,226.8,519.8,47.96,FALSE,237.7
17-01-2020,Office Supplies,433.8,864.9,86.49,FALSE,440.7
17-01-2020,Pet Supplies,277.8,816.9,190.79,FALSE,284.4
17-01-2020,Groceries,301.3,696,105.6,FALSE,313.2
18-01-2020,Apparel,484.9,1191.7,166.63,FALSE,487.3
18-01-2020,Pet Supplies,285.5,811.1,196.75,FALSE,275.5
18-01-2020,Sporting Goods,475.7,1447.5,129.74,FALSE,484.1
18-01-2020,Groceries,285.2,689.7,107.45,FALSE,263.5
18-01-2020,Beauty,284.2,1016.3,164.45,FALSE,297.4
18-01-2020,Electronics,195,480.8,47.73,FALSE,184.6
18-01-2020,Toys,642.8,820,235.86,FALSE,195.9
18-01-2020,Automotive Parts,338.1,820.3,217.8,FALSE,315.7
18-01-2020,Furniture,248.3,778.2,74.76,FALSE,225.8
18-01-2020,Office Supplies,642.8,879.9,90.97,FALSE,361.35
19-01-2020,Beauty,288.2,1019.3,166.05,FALSE,302.3
19-01-2020,Pet Supplies,274.9,809.4,202.37,FALSE,262.7
19-01-2020,Sporting Goods,494.2,1397.7,128.26,FALSE,447
19-01-2020,Electronics,207.5,533.8,46.71,FALSE,188.3
19-01-2020,Office Supplies,330.3,903.4,91.05,FALSE,340.3
19-01-2020,Groceries,237,710.6,103.43,FALSE,217.4
19-01-2020,Automotive Parts,354.1,811.4,215.02,FALSE,359
19-01-2020,Toys,204.4,819.2,241.6,FALSE,210.2
19-01-2020,Furniture,241.4,770.2,72.3,FALSE,233.8
19-01-2020,Apparel,424.7,1219.4,169.25,FALSE,425.7
20-01-2020,Beauty,277,1032.7,163.17,FALSE,268.5
20-01-2020,Office Supplies,334.6,909.3,92.86,FALSE,341.8
20-01-2020,Electronics,178.9,535.9,45.7,FALSE,165.8
20-01-2020,Toys,229.6,635.9,236.22,FALSE,220.1
20-01-2020,Apparel,400.2,1230.6,164.31,FALSE,376.7
20-01-2020,Furniture,238.9,774.1,74.03,FALSE,225
20-01-2020,Sporting Goods,400.8,1465.3,127.19,FALSE,368.6
20-01-2020,Automotive Parts,329.1,656.2,218.87,FALSE,295.9
20-01-2020,Pet Supplies,214.1,840.7,200.22,FALSE,310.6
20-01-2020,Groceries,234.9,699.5,105.45,FALSE,242.6
21-01-2020,Toys,218,815.8,243.39,FALSE,200.4
21-01-2020,Groceries,236.6,697.6,107.5,FALSE,214.9
21-01-2020,Pet Supplies,271.2,824.5,196.78,FALSE,269.8
21-01-2020,Sporting Goods,429.7,1455.1,127.45,FALSE,431.7
21-01-2020,Office Supplies,348.6,904.7,90.12,FALSE,339.3
21-01-2020,Automotive Parts,331.1,805,210.49,FALSE,334.6
21-01-2020,Electronics,179.5,535,46.59,FALSE,162.4
21-01-2020,Furniture,240.9,773.8,76.16,FALSE,225.7
21-01-2020,Apparel,428.7,1226.6,175.51,FALSE,446.7
21-01-2020,Beauty,397.35,1024.4,164.18,FALSE,309
22-01-2020,Toys,255.8,807.5,233.27,FALSE,259.4
22-01-2020,Furniture,303.9,775.7,75.16,FALSE,223.4
22-01-2020,Apparel,464.6,1223.6,168.48,FALSE,483.2
22-01-2020,Pet Supplies,258.3,829.5,198.48,FALSE,263.3
22-01-2020,Office Supplies,369.1,484.9,87.58,FALSE,336
22-01-2020,Beauty,271.6,1028.7,163.73,FALSE,282.3
22-01-2020,Electronics,304,480.8,44.85,TRUE,284
22-01-2020,Groceries,253.1,695,109.58,FALSE,265.8
22-01-2020,Sporting Goods,642.8,1447.6,128.33,FALSE,512.9
22-01-2020,Automotive Parts,303.8,819.2,221.51,FALSE,310.3
23-01-2020,Furniture,253.6,764.5,77.2,FALSE,255.8
23-01-2020,Sporting Goods,530.2,1433.9,125,FALSE,516.6
23-01-2020,Toys,333.3,819.9,241.61,TRUE,339.1
23-01-2020,Beauty,323.1,539.7,164.4,FALSE,308.1
23-01-2020,Automotive Parts,358.3,810,227.83,FALSE,346.8
23-01-2020,Office Supplies,413.8,483.3,89.69,FALSE,429.9
23-01-2020,Apparel,422.3,1239.3,171.18,FALSE,394.1
23-01-2020,Pet Supplies,365,803.4,196.71,FALSE,337.7
23-01-2020,Groceries,293.5,693.1,103.09,FALSE,300
23-01-2020,Electronics,226.3,514.2,46.78,FALSE,226.3
24-01-2020,Furniture,246.7,763.4,74.43,FALSE,241.4
24-01-2020,Electronics,642.8,518.4,46.62,FALSE,207.8
24-01-2020,Apparel,642.8,1212.4,172.63,TRUE,628.15
24-01-2020,Office Supplies,377,489.1,89.15,FALSE,64.55
24-01-2020,Groceries,302.6,663,108.99,FALSE,286.7
24-01-2020,Pet Supplies,299.3,823.3,200.3,FALSE,307.4
24-01-2020,Sporting Goods,525.15,1448.5,129.24,FALSE,475.8
24-01-2020,Toys,224.8,827.8,246.16,FALSE,232.1
24-01-2020,Automotive Parts,348.2,810,220.09,FALSE,318.7
24-01-2020,Beauty,325.7,540.4,160.43,FALSE,316.6
25-01-2020,Groceries,280.9,670.7,106.09,FALSE,280.3
25-01-2020,Office Supplies,357.3,491.7,91.72,FALSE,339.3
25-01-2020,Sporting Goods,462.4,1453,127.5,FALSE,482.2
25-01-2020,Automotive Parts,409.4,806.5,212.68,TRUE,317.9
25-01-2020,Pet Supplies,285.1,827.9,191.61,FALSE,260.8
25-01-2020,Furniture,303.9,765.2,76.26,FALSE,245
25-01-2020,Beauty,323.4,1016.3,163.6,FALSE,64.55
25-01-2020,Apparel,422.6,1230.1,170.27,FALSE,428.7
25-01-2020,Electronics,216,514.7,46.89,FALSE,194.8
25-01-2020,Toys,313.75,815.9,242.74,FALSE,239.6
26-01-2020,Toys,205.8,825,240.5,FALSE,212.3
26-01-2020,Sporting Goods,384.7,1470,129.25,FALSE,389.2
26-01-2020,Beauty,269.7,552.5,161.37,FALSE,262.4
26-01-2020,Automotive Parts,308.8,815,216.27,FALSE,279
26-01-2020,Electronics,174.8,524.9,48.16,FALSE,166.1
26-01-2020,Pet Supplies,240.3,841.9,196.76,FALSE,231
26-01-2020,Clothing,399.7,1231.3,176,FALSE,414.1
26-01-2020,Furniture,236.7,769.9,73.24,FALSE,628.15
26-01-2020,Office Supplies,348.9,496.8,90.07,FALSE,332.8
26-01-2020,Groceries,266,677,101.62,FALSE,241
27-01-2020,Beauty,256.8,555,164.82,FALSE,264.5
27-01-2020,Clothing,370.2,1232.8,172.44,FALSE,377.8
27-01-2020,Electronics,197.4,519.4,46.8,FALSE,187.8
27-01-2020,Furniture,239.5,766.3,75.13,FALSE,289.7
27-01-2020,Office Supplies,303,926.6,89.59,FALSE,304.6
27-01-2020,Toys,316.6,826.9,234.57,TRUE,292.1
27-01-2020,Automotive Parts,352.3,795,218.99,FALSE,344.2
27-01-2020,Groceries,228.6,691,109.98,FALSE,231.3
27-01-2020,Pet Supplies,230.2,850.8,194.86,FALSE,231.7
27-01-2020,Sporting Goods,437.5,1452,124.22,FALSE,420.8
28-01-2020,Automotive Parts,329.1,805.2,219.88,FALSE,287.2
28-01-2020,Electronics,188.2,523.9,47.81,FALSE,176.9
28-01-2020,Apparel,451.9,1219.5,169.1,FALSE,384.8
28-01-2020,Furniture,218.5,774.4,73.18,FALSE,204.4
28-01-2020,Office Supplies,325.8,915.2,88.17,FALSE,325.6
28-01-2020,Pet Supplies,247.5,842.5,194.21,FALSE,230.9
28-01-2020,Groceries,344.4,689.2,108.53,TRUE,326.8
28-01-2020,Beauty,297.7,1021.8,162.52,FALSE,295.4
28-01-2020,Toys,277.8,828,230.87,TRUE,253.4
28-01-2020,Sporting Goods,486.6,1436.3,123.96,FALSE,451.1
29-01-2020,Pet Supplies,249.3,837.9,194.66,FALSE,227.4
29-01-2020,Automotive Parts,335.3,794,214.53,FALSE,313.3
29-01-2020,Electronics,206.2,520.1,46.57,FALSE,208.5
29-01-2020,Apparel,518.7,1300.9,177.92,TRUE,492.1
29-01-2020,Groceries,271.1,675.6,108.92,FALSE,260.9
29-01-2020,Furniture,253.3,757.2,72.96,FALSE,244.7
29-01-2020,Beauty,287.3,1027.7,164.84,FALSE,285.5
29-01-2020,Sporting Goods,460,1442.3,128.12,FALSE,435.5
29-01-2020,Office Supplies,352.1,908.4,92.18,FALSE,321
29-01-2020,Toys,219.6,409.3,238.68,FALSE,302.8
30-01-2020,Apparel,470,1204.9,167.99,FALSE,475.1
30-01-2020,Sporting Goods,479.3,1436.4,124.99,FALSE,476.7
30-01-2020,Beauty,349.3,1012.3,166.33,FALSE,345.5
30-01-2020,Furniture,237.4,763.7,74.11,FALSE,245.8
30-01-2020,Pet Supplies,299.3,828.6,196.71,FALSE,270.9
30-01-2020,Electronics,247,519,46.91,FALSE,227.4
30-01-2020,Toys,251.3,405.7,232.84,FALSE,259.8
30-01-2020,Groceries,289.3,679.9,107.65,FALSE,280.4
30-01-2020,Office Supplies,385.5,890,91.15,FALSE,399.9
30-01-2020,Automotive Parts,354.6,787,215.26,FALSE,348.8
31-01-2020,Apparel,438.6,1218.7,168.03,FALSE,420.5
31-01-2020,Toys,240.9,403.7,237.4,FALSE,64.55
31-01-2020,Pet Supplies,294.8,832.2,193.59,FALSE,277.5
31-01-2020,Automotive Parts,356.7,787.6,218.52,FALSE,352.9
31-01-2020,Groceries,287.2,685.9,108.02,FALSE,259.6
31-01-2020,Office Supplies,532.8,879.7,93.08,TRUE,507
31-01-2020,Furniture,239.2,767.5,75.07,FALSE,249.2
31-01-2020,Sporting Goods,542.2,1414.7,127.27,FALSE,515.9
31-01-2020,Beauty,347.4,1016.3,166.52,FALSE,338
31-01-2020,Electronics,224.4,523.3,46.54,FALSE,220.4
01-02-2020,Sporting Goods,471.9,1435.7,124.83,FALSE,426.5
01-02-2020,Apparel,445.3,1220.1,171.06,FALSE,458.7
01-02-2020,Groceries,254.4,700.7,106.69,FALSE,249.4
01-02-2020,Toys,233.4,405.3,248.77,FALSE,216.9
01-02-2020,Electronics,234.7,521.4,46.92,FALSE,212.2
01-02-2020,Office Supplies,387.7,887.5,91.29,FALSE,356.5
01-02-2020,Beauty,397.35,1030,165.88,FALSE,288.1
01-02-2020,Furniture,243.3,780.1,74.14,FALSE,253.9
01-02-2020,Pet Supplies,321.3,826.4,197.77,FALSE,302.4
02-02-2020,Sporting Goods,510.2,1397.7,126,FALSE,503.4
02-02-2020,Pet Supplies,246.3,838.3,191.04,FALSE,233.6
02-02-2020,Apparel,409.2,1229.8,172.05,FALSE,382.8
02-02-2020,Automotive Parts,339.2,789.6,219.06,FALSE,309.3
02-02-2020,Office Supplies,361.2,892.8,90.43,FALSE,348.8
02-02-2020,Groceries,246.6,704.7,107.5,FALSE,249.5
02-02-2020,Electronics,185.8,530.1,46.81,FALSE,180.2
02-02-2020,Beauty,269.1,1036.5,162.91,FALSE,277.2
02-02-2020,Toys,212,1722.47,237.11,FALSE,218.9
02-02-2020,Furniture,223.2,789.2,74.94,FALSE,218.2
03-02-2020,Sporting Goods,490.2,1433.7,129.63,FALSE,453.2
03-02-2020,Automotive Parts,322.7,796.6,215.46,FALSE,304.9
03-02-2020,Groceries,241.2,706.7,108,FALSE,252
03-02-2020,Sporting Goods,497.6,1423.3,126.03,FALSE,493.1
03-02-2020,Electronics,283.8,531.9,47.61,TRUE,288.2
03-02-2020,Pet Supplies,224.1,846.1,200.93,FALSE,220.1
03-02-2020,Automotive Parts,277.6,560.3,217.79,FALSE,64.55
03-02-2020,Toys,220.7,819.8,240.19,FALSE,224.3
03-02-2020,Apparel,422.6,1230.8,164.21,FALSE,438.8
03-02-2020,Furniture,303.9,788,74.95,FALSE,208.6
03-02-2020,Beauty,272.4,1036.1,156.97,FALSE,273.8
03-02-2020,Office Supplies,303.9,912.3,91.68,FALSE,286.1
04-02-2020,Automotive Parts,307.5,796.7,218.05,FALSE,301.7
04-02-2020,Furniture,195.6,799.2,75.09,FALSE,179.6
04-02-2020,Groceries,248.7,704.3,107.53,FALSE,259.3
04-02-2020,Beauty,361.4,1110.2,166.94,FALSE,387.5
04-02-2020,Electronics,188.3,537.5,46.89,FALSE,178.9
04-02-2020,Office Supplies,343.2,819.8,91.84,FALSE,323.6
04-02-2020,Groceries,267.4,644.3,106.22,FALSE,265.1
04-02-2020,Apparel,388.3,824.7,168.85,FALSE,64.55
04-02-2020,Apparel,423.6,1229.7,172.54,FALSE,414.6
04-02-2020,Pet Supplies,212.3,840.7,196.24,FALSE,310.6
05-02-2020,Groceries,269.3,624.5,108.29,FALSE,274.5
05-02-2020,Sporting Goods,474.2,1441.6,128.58,FALSE,495.5
05-02-2020,Furniture,214.2,797.4,76.32,FALSE,194.5
05-02-2020,Electronics,248.4,528.7,47.16,FALSE,217.8
05-02-2020,Toys,275.7,734.5,242.3,FALSE,285.1
05-02-2020,Beauty,315.9,1022.5,162.26,FALSE,320.5
05-02-2020,Groceries,248.9,700.9,104.3,FALSE,229.2
05-02-2020,Pet Supplies,233.4,836,192.64,FALSE,235.4
05-02-2020,Automotive Parts,364.6,777.7,213.88,FALSE,333
05-02-2020,Office Supplies,345.8,900.7,91.35,FALSE,332.6
05-02-2020,Apparel,437.6,1230.9,173.12,FALSE,408.9
06-02-2020,Sporting Goods,511.1,1434.4,127.43,FALSE,476.5
06-02-2020,Automotive Parts,350.2,784.3,212.92,FALSE,327.3
06-02-2020,Beauty,345.7,1009,162.19,FALSE,339.6
06-02-2020,Pet Supplies,255.5,834.5,197.7,FALSE,230.8
06-02-2020,Office Supplies,365.5,900.3,92.65,FALSE,375.4
06-02-2020,Clothing,388.6,1318.5,171.82,FALSE,395.7
06-02-2020,Furniture,341.8,771.2,74.55,TRUE,345.6
06-02-2020,Furniture,244.1,784.6,73.4,FALSE,227.2
06-02-2020,Apparel,430.1,1233.4,167.03,FALSE,446.8
06-02-2020,Toys,218.7,810.7,234.45,FALSE,226.4
06-02-2020,Electronics,248.4,518.1,45.71,FALSE,258.4
06-02-2020,Pet Supplies,292.2,819.9,194.81,FALSE,270.5
06-02-2020,Groceries,185.7,623.7,105.9,FALSE,186.1
06-02-2020,Toys,642.8,707.4,237.11,FALSE,290.9
06-02-2020,Beauty,374.3,1102.7,160.69,FALSE,361
06-02-2020,Electronics,313.3,546.2,46.78,TRUE,325.6
07-02-2020,Electronics,246.6,521.5,46.78,FALSE,258.2
07-02-2020,Apparel,458.8,1224.6,173.91,FALSE,413.2
07-02-2020,Furniture,303.9,782.8,76.47,FALSE,222
07-02-2020,Automotive Parts,354.9,772.2,217.94,FALSE,327
07-02-2020,Beauty,309,1030.6,171.4,FALSE,292.6
07-02-2020,Toys,240,796.2,237.84,FALSE,233.5
07-02-2020,Pet Supplies,292.7,772.6,193.83,FALSE,268.6
07-02-2020,Pet Supplies,287.7,819.9,196.57,FALSE,290.3
08-02-2020,Pet Supplies,271.9,829.9,195.19,FALSE,261.3
08-02-2020,Automotive Parts,335.9,789.4,218.72,FALSE,304.9
08-02-2020,Apparel,557.6,1223.4,168.97,TRUE,438.8
08-02-2020,Office Supplies,357.9,912.2,89.23,FALSE,373.5
08-02-2020,Sporting Goods,515,1428.2,130.81,FALSE,487.3
08-02-2020,Electronics,246.1,528,48.02,FALSE,248.1
08-02-2020,Furniture,198.9,793.3,74.04,FALSE,180.5
09-02-2020,Beauty,280,1043.5,156.79,FALSE,276.4
09-02-2020,Beauty,354.4,1074.8,161.77,FALSE,337.1
09-02-2020,Electronics,213.9,411.4,47.43,FALSE,207.5
09-02-2020,Office Supplies,326.2,846.7,90.77,FALSE,304.3
09-02-2020,Groceries,226.9,591.7,107.5,FALSE,219.8
09-02-2020,Toys,219.2,805.8,233.22,FALSE,213.3
09-02-2020,Office Supplies,428.2,928.7,86.15,TRUE,393.7
